GEM plant ID,Plant name (English),Owner,Parent (English),Country/area,Region,Latitude,Longitude,capacity_ttpa,n_operating_units,Plant age (years),Main production equipment
P100001045504,JSW Steel Gadchiroli steel plant,JSW Steel Ltd,JSW Steel Ltd [100.0%],India,Asia Pacific,20.1846793,79.9957641,,0,,Iron other/unspecified; Steel other/unspecified
P100000120520,JSW Steel Jharkhand steel plant,JSW Jharkhand Steel Ltd,JSW Steel Ltd [100.0%],India,Asia Pacific,23.188108,85.715097,,0,0.0,BF; BOF; DRI
P100000120622,JSW Steel Piombino steel plant,JSW Steel Italy Piombino SpA,JSW Steel Ltd [100.0%],Italy,Europe,42.93652,10.537794,,0,161.0,EAF
P100000120536,JSW Steel Raigarh steel plant,JSW Ispat Special Products Ltd,JSW Ispat Special Products Ltd [100.0%],India,Asia Pacific,21.983709,83.238133,950.0,1,18.0,BF; DRI; EAF
P100000120518,JSW Steel Salem steel plant,JSW Steel Ltd,JSW Steel Ltd [100.0%],India,Asia Pacific,11.814912,77.918465,1260.0,1,28.0,BF; BOF
P100000120935,JSW Steel USA Ohio plant,JSW Steel USA Ohio Inc,JSW Steel Ltd [100.0%],United States,North America,40.314891,-80.605553,1500.0,1,8.0,EAF
P100000120519,JSW Steel Vijayanagar steel plant,JSW Steel Ltd,JSW Steel Ltd [100.0%],India,Asia Pacific,15.180423,76.663134,11899.0,2,32.0,BF; BOF; DRI; EAF; Iron other/unspecified; Steel other/unspecified
P100000120539,JSW Utkal Steel Rajnagar plant,JSW Utkal Steel Ltd,JSW Steel Ltd [100.0%],India,Asia Pacific,20.216667,86.55,,0,0.0,BF; BOF; DRI
P100000120538,JSW Vijayanagar Metallics steel plant,JSW Vijayanagar Metallics Ltd,JSW Steel Ltd [100.0%],India,Asia Pacific,15.203176,76.659122,5000.0,1,2.0,BF; BOF
P100000120600,Kaavian Steel Khouzestan plant,Kaavian Steel Co,Kaavian Steel Co [100.0%],Iran,Middle East,31.283549,48.572468,35.0,1,25.0,IF; EAF
P100001025631,Kalyani Steels Dhenkanal steel plant,Kalyani Steels Ltd,Kalyani Steels Ltd [100.0%],India,Asia Pacific,20.601819,85.594653,,0,0.0,BF; BOF; EAF; IF
P100001045326,Kam Industries Kwara steel plant,Kam Industries (Nigeria) Ltd,KAM Holding Ltd,Nigeria,Africa,8.390993,4.674475,600.0,1,30.0,EAF
P100000120830,Kamsky Metallurgical Works TEMPO,KMK Tempo JSC,KMK Tempo JSC [100.0%],Russia,Eurasia,55.723465,52.541024,504.0,1,10.0,EAF
P100001062093,Kapila Metals Jalna steel plant,Kapila Metals Pvt Ltd,Kapila Metals Pvt Ltd [100.0%],India,Asia Pacific,19.874223,75.817553,,0,,DRI; IF
P100000120876,Kaptan Ereglisi steel plant,Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,Kaptan Demir Celik Endustrisi Ve Ticaret AŞ [100.0%],Türkiye,Europe,41.015222,27.959978,1400.0,1,24.0,EAF
P100000120894,Kardemir Celik Sanayi Izmir steel plant,Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ [100.0%],Türkiye,Europe,38.743652,26.964746,1250.0,1,4.0,EAF
P100000120877,Kardemir Merkez steel plant,Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ [100.0%],Türkiye,Europe,41.180307,32.634343,3501.0,1,86.44,BF; BOF
P100001025573,Kazakhstal steel plant,Kazakhstal LLP,Firm Partner Plus LLP; natural person(s),Kazakhstan,Eurasia,49.8902647,73.7561639,,0,,EAF
P100000120429,Kehler Baden Steel Works,Badische Stahlwerke GmbH,Südwest Beteiligungen GmbH,Germany,Europe,48.595058,7.821633,2500.0,1,71.0,EAF
P100000120692,KG Steel Dangjin steel plant,KG Steel Co Ltd,KG Chemical Corp,South Korea,Asia Pacific,36.983721,126.744755,,0,25.08,EAF
P100000120704,KG Steel Incheon steel plant,KG Steel Co Ltd,KG Chemical Corp,South Korea,Asia Pacific,37.482625,126.670175,1000.0,1,17.0,EAF
P100000120582,Khorasan Steel Complex,Khorasan Steel Complex Co,Iranian Mines & Mining Industries Development & Renovation Organization [100.0%],Iran,Middle East,36.3445,58.67875,1400.0,1,25.0,DRI; EAF
P100000120614,Khouzestan Oxin Steel,Khouzestan Oxin Steel Co,Khouzestan Oxin Steel Co [100.0%],Iran,Middle East,31.277236,48.747422,,0,1.0,EAF
P100000120583,Khouzestan Steel plant,Khouzestan Steel Co,Iranian Mines & Mining Industries Development & Renovation Organization,Iran,Middle East,31.270091,48.732904,,0,37.0,DRI; EAF
P100001045284,KIC Metaliks Durgapur steel plant,KIC Metaliks Ltd,KIC Metaliks Ltd [100.0%],India,Asia Pacific,23.507539,87.277914,0.0,1,28.05,BF; DRI; EAF; IF
P100000120691,Kim Chaek Iron and Steel Complex steel plant,Government of North Korea,Government of North Korea [100.0%],North Korea,Asia Pacific,41.753784,129.752681,6000.0,1,88.0,BF; BOF; EAF; Steel other/unspecified
P100000120698,KISCO steel Changwon plant,KISCO Corp,KISCO Corp [100.0%],South Korea,Asia Pacific,35.216552,128.640158,3000.0,1,61.0,EAF
P100000120596,Kish South Kaveh Steel Hormuzgan plant,Kish South Kaveh Steel Co,Kish South Kaveh Steel Co [100.0%],Iran,Middle East,27.169696,56.095207,2400.0,1,15.0,DRI; EAF
P100000121199,Kishiwada Steel Osaka steel plant,Kishiwada Steel Co Ltd,Kishiwada Steel Co Ltd [100.0%],Japan,Asia Pacific,34.477479,135.353918,500.0,1,69.22,EAF
P100000120655,Kobe Kakogawa Works steel plant,Kobe Steel Ltd,Kobe Steel Ltd [100.0%],Japan,Asia Pacific,34.720268,134.826275,6591.0,2,56.0,BF; BOF; DRI; EAF
P100000120656,Kobe Wire Rod and Bar steel plant,Kobe Steel Ltd,Kobe Steel Ltd [100.0%],Japan,Asia Pacific,34.703624,135.247207,,0,58.0,BF; BOF
P100000120878,Koc Metallurgical Toprakkale steel plant,Koc Metalurji AŞ,Koc Metalurji AŞ [100.0%],Türkiye,Europe,37.01488,36.104416,1200.0,1,14.0,EAF
P100001044901,Kocaer Çelik Aliaga steel plant,Kocaer Çelik Sanayi ve Ticaret AŞ,Kocaer Çelik Sanayi ve Ticaret AŞ [100.0%],Türkiye,Europe,37.858651,27.845846,,0,,EAF
P100001044951,Kogi Steel Project,Chart and Capstone Integrated Ltd,Chart and Capstone Integrated Ltd [100.0%],Nigeria,Africa,7.69346,6.806937,,0,0.0,Iron other/unspecified; Steel other/unspecified
P100000120501,Krakatau Steel Cilegon plant,PT Krakatau Steel (Persero) Tbk,PT Krakatau Steel (Persero) Tbk [100.0%],Indonesia,Asia Pacific,-6.007021,106.001766,4000.0,1,49.0,EAF; BOF; Iron other/unspecified; BF; DRI
P100000120879,Kroman Steel Darica plant,Kroman Celik Sanayii AS,Yucel Boru ve Profil Endustrisi AŞ,Türkiye,Europe,40.801101,29.374115,1500.0,1,57.0,EAF
P100000120502,KS Posco Cilegon steel plant,PT Krakatau Posco,POSCO Holdings Inc [50.0%]; PT Krakatau Steel (Persero) Tbk [50.0%],Indonesia,Asia Pacific,-5.998661,105.99866,3000.0,1,12.14,BF; BOF
P100000121054,KSP Steel Pavlodar steel plant,KSP Steel LLC,Asia Pacific Investments Ltd; natural person(s),Kazakhstan,Eurasia,52.334465,76.956302,,0,19.0,EAF
P100000120024,KSRM Sitakunda steel plant,KSRM Steel Plant Ltd,KSRM Steel Plant Ltd [100.0%],Bangladesh,Asia Pacific,22.499834,91.715778,800.0,1,42.0,EAF
P100000120723,Kunming Iron and Steel Myanmar plant,Kunming Iron & Steel Holding Co Ltd,State-owned Assets Supervision and Administration Commission of Yunnan Province [76.5%]; Yunnan Provincial Department of Finance [8.5%]; unknown [0.0%],Myanmar,Asia Pacific,21.423783,96.454378,,0,,BF; BOF
P100001062603,Kurdistan Steel Qorveh steel plant,Kurdistan Steel Co,Iranian Mines & Mining Industries Development & Renovation Organization [44.0%]; Development and Equipment of Relief Mines Co [20.0%]; Sabanour Mining and Industrial Development Co [20.0%]; Sepahan Mines Kimia [16.0%],Iran,Middle East,35.936932,47.762024,,0,,DRI; EAF
P100000120004,Kurum International Elbasan steel plant,Kurum International ShA,Kurum International ShA [100.0%],Albania,Europe,41.094611,20.026117,,0,28.0,EAF
P100000120680,Kyoei Steel Hirakata Division (Osaka),Kyoei Steel Ltd,Kyoei Steel Ltd [100.0%],Japan,Asia Pacific,34.816321,135.677444,805.0,1,64.0,EAF
P100000120682,Kyoei Steel Nagoya Division (Tokai),Kyoei Steel Ltd,Kyoei Steel Ltd [100.0%],Japan,Asia Pacific,35.065055,136.815384,1265.0,1,42.0,EAF
P100000120681,Kyoei Steel Yamaguchi Division (Yamaguchi),Kyoei Steel Ltd,Kyoei Steel Ltd [100.0%],Japan,Asia Pacific,33.976513,131.173031,575.0,1,54.0,EAF
P100000120254,Laiwu Iron and Steel Group Yinshan Section Steel Co Ltd,Laiwu Steel Yinshan Section Co Ltd,Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],China,Asia Pacific,36.106143,117.820108,5600.0,1,22.15,BF; BOF
P100000120156,Langfang Guangyuan Metalwork Co Ltd,Langfang Guangyuan Metalwork Co Ltd,RiseSun Real Estate Development Co Ltd [99.8%]; unknown [0.2%],China,Asia Pacific,39.181466,116.838667,,0,11.0,BF; BOF
P100000120713,Lanwa Steel Hambantota steel plant,Ceylon Steel Co Ltd,Ceylon Steel Co Ltd [100.0%],Sri Lanka,Asia Pacific,6.128077,81.075224,,0,,BF; BOF
P100000120344,Lanxin Steel Group Co Ltd plant,Gaolan County Lanxin Steel Co Ltd,Gaolan County Lanxin Steel Co Ltd [100.0%],China,Asia Pacific,36.488866,103.922,1100.0,1,25.0,BF; BOF; EAF
P100000121024,Lao Cai Cast Iron and Steel Tang Long plant,Lao Cai Cast Iron and Steel,Kunming Iron & Steel Holding Co Ltd; Laocai Mineral Exploitation and Processing JSC; unknown; Viet Nam Steel Corp,Vietnam,Asia Pacific,22.306931,104.12992,500.0,1,12.0,BF; BOF
P100000120823,Lebedinsky GOK DRI Plant,Lebedinskiy GOK JSC,YueSeM Holding Company LLC,Russia,Eurasia,51.261995,37.654622,0.0,1,55.0,DRI
P100000120437,Lech Stahlwerke Meitingen steel plant,Lech Stahlwerke GmbH,Max Aicher Stahl AG [92.6%]; unknown,Germany,Europe,48.512051,10.855292,1400.0,1,56.0,EAF
P100000120961,Leggett & Platt Sterling Steel plant,Sterling Steel Co LLC,Leggett & Platt Inc [100.0%],United States,North America,41.785971,-89.710947,1090.0,1,23.0,EAF
P100000120181,Lengshuijiang Steel Co Ltd,Lengshuijiang Iron and Steel Co Ltd,Lengshuijiang Xingbo Enterprise Management Co Ltd [49.6%]; unknown [28.6%]; Shanghai Baoke Enterprise Development Co Ltd [15.0%]; Shanghai Zhenchang Metal Resources Group Co Ltd [5.4%]; Shanghai Zhenchang Waste and Scrap Metal Recycling Co Ltd [1.4%],China,Asia Pacific,27.690401,111.437288,3000.0,1,68.0,BF; BOF
P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,Lianfeng Steel (Zhangjiagang) Co Ltd,"Sirida (Hong Kong) Group Co Ltd [42.7%]; Zhangjiagang Yongrun Investment Development Co Ltd [18.5%]; Suzhou Yongyuan Holding Co Ltd [14.5%]; Yonglian Village Stock Economic Cooperative, Nanfeng Town, Zhangjiagang City [9.3%]; unknown [4.3%]; Hengde International Co Ltd [3.4%]; Zhangjiagang Yongfeng Investment Development Co Ltd [3.2%]; Jiangsu Shagang Group Co Ltd [2.7%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [0.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [0.6%]",China,Asia Pacific,31.855205,120.730505,8240.0,2,23.65,BF; BOF; EAF
P100001063594,Lianping Huafeng Steel Co Ltd,Lianping County Huafeng Steel Co Ltd,Lianping County Huafeng Steel Co Ltd [100.0%],China,Asia Pacific,24.18435,114.728202,720.0,1,9.93,EAF
P100000121078,Lianyungang Huale Alloy Group Co Ltd,Lianyungang Huale Alloy Group Co Ltd,Lianyungang Huale Alloy Group Co Ltd [100.0%],China,Asia Pacific,34.607964,119.447626,621.0,1,15.94,BF; BOF
P100000120348,Lianyungang Yaxin Iron and Steel Co Ltd,Lianyungang Yaxin Iron and Steel Co Ltd,Lianyungang Yaxin Iron and Steel Co Ltd [100.0%],China,Asia Pacific,34.423786,119.778311,3000.0,1,16.51,BF; BOF
P100000120333,Liaoyang United Steel Co Ltd,Liaoyang United Steel Co Ltd,Liaoyang United Steel Co Ltd [100.0%],China,Asia Pacific,41.19138,122.877311,2300.0,1,6.17,BF; BOF
P100000121051,Liaoyang Xinyi Special Steel Co Ltd,Liaoyang Xinyi Special Steel Co Ltd,Liaoyang Xinyi Special Steel Co Ltd [100.0%],China,Asia Pacific,41.225003,122.970488,500.0,1,17.2,EAF
P100000120977,Liberty Steel & Wire Peoria plant,Liberty Steel Group,GFG Alliance Ltd,United States,North America,41.513249,-87.621438,726.0,1,137.0,EAF
P100000120496,Liberty Steel Dunaferr Dunaújváros steel plant,Liberty Steel Group,GFG Alliance Ltd,Hungary,Europe,46.945694,18.93863,,0,71.78,EAF; BF; BOF
P100000121177,Liberty Steel Dunkerque DRI plant,Liberty Steel Group,GFG Alliance Ltd,France,Europe,50.99926,2.168571,,0,,DRI
P100000120978,Liberty Steel Georgetown plant,Liberty Steel Group,GFG Alliance Ltd,United States,North America,33.367258,-79.292515,,0,57.0,EAF
P100000120717,Libyan Iron and Steel Misrata plant,Libyan Iron and Steel Co,Libyan Iron and Steel Co [100.0%],Libya,Africa,32.335185,15.215053,1710.0,1,37.0,DRI; EAF
P100000120269,Licheng Taihang Iron and Steel Co Ltd,Licheng Taihang Iron & Steel Co Ltd,Licheng Taihang Iron & Steel Co Ltd [100.0%],China,Asia Pacific,36.472303,113.344155,1700.0,1,25.68,BF; BOF
P100000120716,Liepājas Metalurgs steel plant,KVV Liepājas metalurgs AS,KVV Liepājas metalurgs AS [100.0%],Latvia,Europe,56.525273,21.0267,,0,,EAF
P100001063580,Lincoln Minerals South Australia Green Iron Plant,Green Iron Magnetite Project,Green Iron Magnetite Project [100.0%],Australia,Asia Pacific,-34.595209,135.84922,,0,,DRI
P100000120225,Lingyuan Iron and Steel Co Ltd,Lingyuan Iron & Steel Co Ltd,Lingyuan Iron & Steel Co Ltd [100.0%],China,Asia Pacific,41.271048,119.41374,5994.0,1,31.8,BF; BOF
P100000120330,Linyi Iron and Steel Investment Group Special Steel Co Ltd,Linyi Iron and Steel Investment Group Co Ltd,Linyi Investment Development Co Ltd [74.4%]; Gangfa International [16.7%]; Shandong Caixin Asset Operation Co Ltd [8.3%]; unknown [0.7%],China,Asia Pacific,35.15735,119.133999,2700.0,1,6.92,BF; BOF
P100000120338,Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,Shandong Shengyang Holding Group Co Ltd [66.0%]; Linyi Investment Development Co Ltd [25.3%]; Gangfa International [5.7%]; Shandong Caixin Asset Operation Co Ltd [2.8%]; unknown [0.2%],China,Asia Pacific,35.148443,119.068015,700.0,1,6.0,EAF
P100000120250,Linyi Jiangxin Iron and Steel Co Ltd,Linyi Jiangxin Steel Co Ltd,Huasheng Jiangquan Group Co Ltd [100.0%],China,Asia Pacific,34.951117,118.305389,,0,18.58,BF; BOF
P100001063721,Linyi Meide Gengchen Metal Materials Co Ltd,Linyi Meide Gengchen Metal Materials Co Ltd,Linyi Meide Gengchen Metal Materials Co Ltd [100.0%],China,Asia Pacific,35.188667,119.087048,500.0,1,8.55,BF; EAF
P100001064103,Linzhou Hexin Foundry Co Ltd,Linzhou Hexin Foundry Co Ltd,Linzhou Hexin Foundry Co Ltd [100.0%],China,Asia Pacific,36.112742,113.861135,240.0,1,20.47,BF; IF
P100000120738,Lion Industries Amsteel Banting steel plant,Amsteel Mills Sdn Bhd,Lion Industries Corporation Bhd,Malaysia,Asia Pacific,2.806998,101.601053,,0,25.0,DRI; EAF
P100000120739,Lion Industries Amsteel Klang steel plant,Amsteel Mills Sdn Bhd,Lion Industries Corporation Bhd,Malaysia,Asia Pacific,3.069682,101.456474,750.0,1,44.0,EAF; BF; BOF; IF
P100000120740,Lion Industries Megasteel plant,Megasteel Sdn Bhd,Lion Industries Corporation Bhd,Malaysia,Asia Pacific,2.8072653,101.6055808,,0,96.0,EAF
P100000120399,Lishui Huahong Iron and Steel Products Co Ltd,Huahong Iron and Steel Products Co Ltd,Huahong Iron and Steel Products Co Ltd [100.0%],China,Asia Pacific,28.090098,119.519509,1200.0,1,23.39,EAF
P100000120092,Liuzhou Iron and Steel Co Ltd Liuzhou Base,Liuzhou IRON&STEEL Co Ltd,Liuzhou IRON&STEEL Co Ltd [100.0%],China,Asia Pacific,24.385304,109.37963,9458.0,1,26.0,BF; BOF
P100000120382,Liyang Baorun Steel Co Ltd,Liyang Baorun Steel Co Ltd,Jiangsu Delong Nickel Industry Co Ltd [100.0%],China,Asia Pacific,31.471123,119.485941,2760.0,1,2.58,EAF
P100000120522,Lloyds Metals and Energy Ltd Ghugus steel plant,Lloyds Metals and Energy Ltd,Lloyds Metals and Energy Ltd [100.0%],India,Asia Pacific,19.929837,79.119344,0.0,1,31.0,DRI; BF; EAF; Steel other/unspecified; IF
P100000121179,Lloyds Metals and Energy Ltd Konsari steel plant,Lloyds Metals and Energy Ltd,Lloyds Metals and Energy Ltd [100.0%],India,Asia Pacific,19.770409,79.813599,0.0,1,3.0,DRI; BF; BOF
P100000120476,LME Trith-Saint-Léger steel plant,Lamines Marchands Europeens SA,Beltrame Holding SpA [73.7%]; unknown [26.3%],France,Europe,50.3292,3.490913,850.0,1,151.0,EAF
P100000121026,Long Son Phu My Iron and Steel plant,Long Son Phu My Iron & Steel Co,Siam Cement PCL [100.0%],Vietnam,Asia Pacific,14.457367,109.0789538,,0,,EAF; Iron other/unspecified
P100001063267,Longchuan Hanghui Steel Co Ltd,Longchuan Hanghui Steel Co Ltd,Longchuan Hanghui Steel Co Ltd [100.0%],China,Asia Pacific,24.113189,115.215068,930.0,1,22.39,EAF
P100000120412,Longnan Fuxin Iron and Steel Co Ltd,Longnan Fuxin Steel Co Ltd,Longnan Fuxin Steel Co Ltd [100.0%],China,Asia Pacific,24.912904,114.844503,1500.0,1,20.91,EAF
P100000120383,Luoyang Luogang Group of Steel and Iron Co Ltd,Luoyang Luogang Group of Steel and Iron Co Ltd,Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],China,Asia Pacific,34.798477,112.580505,,0,19.0,EAF
P100000120335,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],China,Asia Pacific,28.851779,105.70509,2000.0,1,6.12,EAF
P100000120260,Lvliang Jianlong Industrial Co Ltd,Lvliang Jianlong Industrial Co Ltd,China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],China,Asia Pacific,37.47311,112.06093,1400.0,1,41.0,BF; BOF
P100000120069,Maanshan Iron and Steel Co Ltd,Maanshan Iron & Steel Co Ltd,Maanshan Iron & Steel Co Ltd [100.0%],China,Asia Pacific,31.698884,118.468194,17340.0,2,73.0,BF; BOF; EAF
P100001047854,Maegma Minerals Lumut HBI Plant,Maegma Minerals Sdn Bhd,Melewar Industrial Group Bhd [100.0%],Malaysia,Asia Pacific,4.2405829,100.5949428,,0,,DRI
P100000120807,Magnitogorsk Iron and Steel Works,Magnitogorskiy Metallurgicheskiy Kombinat PJSC,Magnitogorskiy Metallurgicheskiy Kombinat PJSC [100.0%],Russia,Eurasia,53.427593,59.054122,14500.0,2,94.0,BF; BOF; EAF
P100000120718,Mahgreb Steel Bled Solb plant,Maghreb Steel SA,Maghreb Steel SA [100.0%],Morocco,Africa,33.632918,-7.434084,1000.0,1,15.0,EAF
P100000120593,Makran Steel Sistan and Baluchestan Complex,Makran Steel Co,Iranian Mines & Mining Industries Development & Renovation Organization [8.5%]; unknown,Iran,Middle East,25.4483977,60.6408488,,0,,DRI; EAF
P100000120722,Makstil Skopje Steel plant,Makstil AD,Hesteel Group Co Ltd,North Macedonia,Europe,42.016228,21.46605,550.0,1,59.0,EAF
P100000120746,Malaysia Steel Works Klang steel plant,Malaysia Steel Works (KL) Bhd,Malaysia Steel Works (KL) Bhd [100.0%],Malaysia,Asia Pacific,3.077835,101.46448,800.0,1,28.0,IF; EAF
P100000121235,Marcegaglia Fos Sur Mer steel plant,Marcegaglia Holding SpA,Finmar SRL; Marfin SRL,France,Europe,43.445004,4.846805,,0,53.0,EAF
P100000120487,Marcegaglia Sheffield steel plant,Marcegaglia Stainless Sheffield Ltd,Finmar SRL; Marfin SRL,United Kingdom,Europe,53.399598,-1.395818,300.0,1,49.0,EAF
P100001063310,Mashiz Steel Industries Bardsir steel plant,Mashiz Bardsir Steel Industries Co,Jihad Nasr Holding,Iran,Middle East,29.948688,56.732593,400.0,1,36.0,EAF
P100000120577,Mass Iron and Steel Industry Co Sulaimaniya plant,Mass Iraq Iron and Steel Industry Co,Mass Group Holding Ltd,Iraq,Middle East,35.660125,45.039062,1250.0,1,11.0,EAF; DRI
P100000121169,Master Steel Jakarta Steel plant,PT The Master Steel MFG,PT The Master Steel MFG [100.0%],Indonesia,Asia Pacific,-6.18421,106.920067,2000.0,1,54.0,EAF
P100000120855,Max Aicher Slovakia Steel Mills Strazske,Max Aicher GmbH & Co KG,Max Aicher GmbH & Co KG [100.0%],Slovakia,Europe,48.886028,21.82705,,0,8.0,EAF
P100000120805,Mechel Chelyabinsk Metallurgical Plant,Chelyabinskiy Metallurgicheskiy Kombinat PJSC,Chelyabinskiy Metallurgicheskiy Kombinat PJSC [100.0%],Russia,Eurasia,55.27073,61.436492,5799.0,1,83.0,BF; BOF; EAF
P100001082547,Medsteel Adra steel plant,Med-steel Ltd,Med-steel Ltd [100.0%],Syria,Middle East,33.628437,36.57259391534359,800.0,1,15.0,EAF
P100000120463,Megasa Siderúrgica Narón steel plant,Megasa Siderurgica SL,Bipadosa SL,Spain,Europe,43.51421,-8.163839,700.0,1,73.0,EAF
P100000120464,Megasider Zaragoza steel plant,Megasider Zaragoza SA,Bipadosa SL,Spain,Europe,41.56988,-0.856566,500.0,1,68.0,EAF
P100001042845,Meghna Re-rolling and Steel Mills steel plant,Meghna Re-rolling and Steel Mills Ltd,Meghna Group of Industries Ltd,Bangladesh,Asia Pacific,23.585487,90.648875,,0,,EAF
P100001063142,Meranti Green Steel Duqm DRI plant,Meranti Steel Pte Ltd,Meranti Steel Pte Ltd [100.0%],Oman,Middle East,19.635815,57.670697,,0,,DRI
P100000121035,Meranti Steel Map Ta Phut plant,Meranti Steel Pte Ltd,Meranti Steel Pte Ltd [100.0%],Thailand,Asia Pacific,12.694465,101.148937,,0,,DRI; EAF
P100000121219,Mesabi Metallics Nashwuak HBI plant,Mesabi Mining LLC,Steel Dynamics Inc [88.0%]; unknown [12.0%],United States,North America,47.383441,-93.219413,,0,0.0,DRI
P100000120881,Mescier Iron and Steel Bartin plant,Mescier Demir Celik AŞ,Mescier Demir Celik AŞ [100.0%],Türkiye,Europe,41.565932,32.427758,1000.0,1,6.0,EAF
P100000120559,Mesco Steel Kalinganagar plant,Mesco Kalinga Steel Ltd,Mesco Kalinga Steel Ltd [100.0%],India,Asia Pacific,20.976277,86.044419,1200.0,1,21.0,BF; BOF
P100000120801,Metalfer Sremska Mitrovica steel plant,Metalfer Steel Mill Sremska Mitrovica doo,Metalfer doo [100.0%],Serbia,Europe,44.977213,19.64601,500.0,1,18.0,EAF
P100000120828,Metalloinvest Mikhailovsky HBI plant,Mikhailovsky HBI LLC,Mikhaylovskiy GOK im. Andreya Vladimirovicha Varicheva JSC [45.0%]; YueSeM Holding Company LLC,Russia,Eurasia,52.360448,35.397314,,0,,DRI
P100000120812,Metalloinvest OEMK steel plant,Oskol'skiy Elektrometallurgicheskiy Kombinat Imeni Alekseya Alekseyevicha Ugarova JSC,YueSeM Holding Company LLC,Russia,Eurasia,51.142738,37.940532,3500.0,1,42.0,DRI; EAF
P100001023449,Metallurgical Cluster Gallaaral steel plant,Triangul Metals Tebinbulak JSC,Triangul Metals Tebinbulak JSC [100.0%],Uzbekistan,Eurasia,40.012819,67.573496,,0,0.0,EAF
P100000120909,Metallurgical Plant Kametstal,Kamet-Steel PrJSC,Metinvest BV [100.0%],Ukraine,Europe,48.528019,34.640915,3500.0,1,139.0,BF; BOF
P100000120962,Metallus Faircrest steel plant,Metallus Inc,Metallus Inc [100.0%],United States,North America,40.755388,-81.439369,1088.0,1,109.0,EAF
P100000120963,Metallus Harrison steel plant,Metallus Inc,Metallus Inc [100.0%],United States,North America,40.778466,-81.396889,,0,110.0,EAF
P100000120917,Metinvest EAF steel plant,Metinvest Holding LLC,Metinvest BV [100.0%],Ukraine,Europe,49.039389,31.332628,,0,,EAF
P100000120914,Metinvest Ilyich Iron and Steel Works,Mariupolskyi Metalurgiinyi Kombinat Imeni Illicha PrAT,SCM Holdings Ltd [71.2%]; unknown [5.0%]; Smart Holding (Cyprus) Ltd,Ukraine,Europe,47.1402768,37.5943416,,0,129.0,BF; BOF
P100000121211,Metinvest Piombino steel plant,Metinvest Adria SpA,Metinvest BV [75.0%]; Danieli & C Officine Meccaniche SpA [25.0%],Italy,Europe,42.93652,10.537794,,0,,DRI; EAF
P100000120916,Metinvest Zaporizhstal steel plant,Zaporiz'kyi Metalurhiinyi Kombinat Zaporizhstal' PJSC,Metinvest BV [47.0%]; Global Steel Investments Ltd [36.8%]; Eastrade Ltd [11.2%],Ukraine,Europe,47.86838,35.161773,4102.0,1,93.0,BF; Steel other/unspecified; BOF
P100000120865,Millcon Steel Rayong steel plant,Millcon Steel PCL,Millcon Steel PCL [100.0%],Thailand,Asia Pacific,12.819544,101.152954,800.0,1,28.0,EAF
P100001046616,Mintal Group DRI plant,Mintal Group Co Ltd,Beijing Dow Investment Holding Co Ltd [81.3%]; Minmetals Development Co Ltd [15.7%]; unknown [3.0%],China,Asia Pacific,41.7915,109.865367,,0,,DRI
P100000120339,Minyuan Iron and Steel Group Co Ltd,Minyuan Iron and Steel Group Co Ltd,natural person(s) [66.7%]; Fujian Mingfa Investment Co Ltd [33.3%],China,Asia Pacific,34.013369,116.422599,2700.0,1,23.0,BF; BOF
P100000121038,Mitsui-Kobe Duqm DRI plant,Mitsui-Kobe Steel JV,Kobe Steel Ltd; Mitsui & Co Ltd,Oman,Middle East,19.529594,57.61573,,0,,DRI
P100000120601,Miyaneh Steel East Azerbaijan steel plant,Mianeh Steel,Iranian Mines & Mining Industries Development & Renovation Organization,Iran,Middle East,37.37881,47.736689,0.0,1,9.0,DRI; EAF
P100000120880,MMK Türkiye Metallurgical Payas steel plant,MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,Magnitogorskiy Metallurgicheskiy Kombinat PJSC [100.0%],Türkiye,Europe,36.768975,36.213842,2300.0,1,15.0,EAF
P100000121197,Mobarakeh Saba Steel Chamgordan plant,Mobarakeh Steel Co,Iranian Mines & Mining Industries Development & Renovation Organization,Iran,Middle East,32.40787,51.338985,1600.0,1,20.0,DRI; EAF
