Owner,n_plants,total_capacity_ttpa,mean_capacity_ttpa,max_capacity_ttpa,n_countries,n_regions,mean_plant_age,mean_nearest_exposure_usd,mean_local_exposure_usd,max_local_exposure_usd,capacity_weighted_exposure_usd,countries,centroid_lat,centroid_lon,largest_plant,largest_plant_lat,largest_plant_lon,largest_plant_ttpa,rep_lat,rep_lon,rep_source
Daye Huaxin Industrial Co Ltd,1,1150.0,1150.0,1150.0,1,1,23.0,1002488417.5250294,46273565195.00691,46273565195.00691,46273565195.00691,China,30.070219,114.92625099999998,Daye Huaxin Industrial Co Ltd,30.070219,114.926251,1150.0,30.070219,114.926251,largest plant
Zunyi County Fuxin Iron & Steel Product Co Ltd,1,1150.0,1150.0,1150.0,1,1,33.0,288427354.33009654,39984761441.50749,39984761441.50749,39984761441.50749,China,27.591696999999996,106.815453,Zunyi Fuxin Special Steel Equipment Manufacturing Co Ltd,27.591697,106.815453,1150.0,27.591697,106.815453,largest plant
Guangxi Hezhou Kexinda Metal Products Co Ltd,1,1150.0,1150.0,1150.0,1,1,22.0,90031801.82740928,508303102.5636294,508303102.5636294,508303102.5636294,China,23.979936999999993,111.745037,Guangxi Hezhou Kexinda Metal Products Co Ltd,23.979937,111.745037,1150.0,23.979937,111.745037,largest plant
Hejin Huaxinyuan Steel & Iron Co Ltd,1,1150.0,1150.0,1150.0,1,1,23.12,1208145259.4777637,15237950599.103107,15237950599.103107,15237950599.103107,China,35.605506,110.652056,Shanxi Huaxinyuan Steel and Iron Group Co Ltd,35.605506,110.652056,1150.0,35.605506,110.652056,largest plant
Xinjiang Minxin Iron and Steel (Group) Minhang Special Steel Co Ltd,1,1110.0,1110.0,1110.0,1,1,14.79,1337515.1727294303,59593299.33300615,59593299.33300615,59593299.33300615,China,44.080866,88.417209,Xinjiang Minxin Iron and Steel Group Minhang Special Steel Co Ltd,44.080866,88.417209,1110.0,44.080866,88.417209,largest plant
Zhejiang Yuxin Industrial Co Ltd,1,1100.0,1100.0,1100.0,1,1,25.24,511578477.6555888,16931017984.408175,16931017984.408175,16931017984.408175,China,28.787201999999997,120.248592,Zhejiang Yuxin Industrial Co Ltd,28.787202,120.248592,1100.0,28.787202,120.248592,largest plant
Jilinheng Precision Casting Technology Co Ltd,1,1100.0,1100.0,1100.0,1,1,15.96,10768816.011382872,183657169.55888024,183657169.55888024,183657169.55888024,China,43.196537,126.00063,Panshi Jianlong Iron and Steel Co Ltd,43.196537,126.00063,1100.0,43.196537,126.00063,largest plant
Gaolan County Lanxin Steel Co Ltd,1,1100.0,1100.0,1100.0,1,1,25.0,4705947.349746395,5541392267.555784,5541392267.555784,5541392267.555784,China,36.48886600000001,103.922,Lanxin Steel Group Co Ltd plant,36.488866,103.922,1100.0,36.488866,103.922,largest plant
Neelachal Ispat Nigam Ltd,1,1100.0,1100.0,1100.0,1,1,44.0,864289310.3874147,7084370398.155405,7084370398.155405,7084370398.155405,India,20.998641000000003,86.019102,Neelachal Ispat Nigam steel plant,20.998641,86.019102,1100.0,20.998641,86.019102,largest plant
Guangdong Guangqing Metal Technology Co Ltd,1,1100.0,1100.0,1100.0,1,1,19.59,5052871258.0219145,148182667214.4578,148182667214.4578,148182667214.4578,China,31.980237,120.57145500000001,Posco Zhangjiagang Stainless Steel Co Ltd,31.980237,120.571455,1100.0,31.980237,120.571455,largest plant
Evonith Metallics Ltd,2,1080.0,540.0,1080.0,1,1,44.0,428413959.05805874,1450575715.6315243,1496644980.6383405,1496644980.6383405,India,20.70050874040092,78.62942074660084,Evonith Value Steel Wardha steel plant,20.696412,78.638548,1080.0,20.696412,78.638548,largest plant
Guangdong Taidu Iron & Steel Co Ltd,1,1020.0,1020.0,1020.0,1,1,22.0,1746497357.0257854,54416334496.484634,54416334496.484634,54416334496.484634,China,23.504558,112.96269300000002,Guangdong Taidu Iron & Steel Co Ltd,23.504558,112.962693,1020.0,23.504558,112.962693,largest plant
Chongqing Zuhang Steel Co Ltd,1,1010.0,1010.0,1010.0,1,1,18.0,419108487.0652244,17484785855.890198,17484785855.890198,17484785855.890198,China,29.440056,105.74192900000001,Chongqing Zuhang Iron and Steel Co Ltd,29.440056,105.741929,1010.0,29.440056,105.741929,largest plant
Arjas Steel Pvt Ltd,1,1005.0,1005.0,1005.0,1,1,13.3,216622786.99645334,978513444.531417,978513444.531417,978513444.531417,India,14.873471,78.048425,Arjas Steel Tadipatri plant,14.873471,78.048425,1005.0,14.873471,78.048425,largest plant
Chizhou Guichi Guihang Metal Products Co Ltd,1,1000.0,1000.0,1000.0,1,1,26.0,189683194.67400867,33326954857.278305,33326954857.278305,33326954857.278305,China,30.532786,117.25166000000002,Chizhou Guichi Guihang Metal Products Co Ltd,30.532786,117.25166,1000.0,30.532786,117.25166,largest plant
Xinjiang Ka Steel Group Co,1,1000.0,1000.0,1000.0,1,1,4.25,4239302.117930701,1938076204.0944707,1938076204.0944707,1938076204.0944707,China,39.142997,76.161589,Xinjiang Ka Steel Group Co,39.142997,76.161589,1000.0,39.142997,76.161589,largest plant
Xinjiang Yili Iron and Steel Co Ltd,1,1000.0,1000.0,1000.0,1,1,68.0,36347068.67769812,168536163.50178665,168536163.50178665,168536163.50178665,China,43.526808,83.294323,Xinjiang Yili Iron and Steel Co Ltd,43.526808,83.294323,1000.0,43.526808,83.294323,largest plant
Shengli (Qingyuan) Steel Products Co Ltd,1,1000.0,1000.0,1000.0,1,1,22.0,1383225148.037752,108065596004.31471,108065596004.31471,108065596004.31471,China,23.553041000000004,113.119942,"Shengli (Qingyuan) Steel Products Co., Ltd.",23.553041,113.119942,1000.0,23.553041,113.119942,largest plant
Wuzhou Yongda Special Steel Co Ltd,1,1000.0,1000.0,1000.0,1,1,15.0,607979569.3111423,17160960324.747433,17160960324.747433,17160960324.747433,China,23.520306999999995,111.22998100000001,Wuzhou Yongda Special Steel Co Ltd,23.520307,111.229981,1000.0,23.520307,111.229981,largest plant
Jingzhou Qunli Metal Products Co Ltd,1,1000.0,1000.0,1000.0,1,1,27.0,118075214.85034539,33592944700.56656,33592944700.56656,33592944700.56656,China,30.3505,112.353782,Jingzhou Qunli Metal Products Co Ltd,30.3505,112.353782,1000.0,30.3505,112.353782,largest plant
Fujian Hongfeng Industrial Group Co Ltd,1,1000.0,1000.0,1000.0,1,1,26.5,29883675.310433295,547944854.753244,547944854.753244,547944854.753244,China,26.868423,117.776369,Fujian Hongfeng Industrial Group Co Ltd,26.868423,117.776369,1000.0,26.868423,117.776369,largest plant
Anhui Langxi County Fuhang Steel Co Ltd,1,1000.0,1000.0,1000.0,1,1,24.0,86904812.1034762,5559526379.370945,5559526379.370945,5559526379.370945,China,31.246635000000005,119.120443,Anhui Langxi Hongtai Iron and Steel Co Ltd,31.246635,119.120443,1000.0,31.246635,119.120443,largest plant
Jiangxi Taixin Iron & Steel Co Ltd,1,1000.0,1000.0,1000.0,1,1,22.62,24651705.83317486,5795252050.102982,5795252050.102982,5795252050.102982,China,28.604450000000003,118.163615,Jiangxi Taixin Iron and Steel Co Ltd,28.60445,118.163615,1000.0,28.60445,118.163615,largest plant
Xinjiang Da'an Special Steel Co Ltd,1,1000.0,1000.0,1000.0,1,1,14.86,21656190.748155303,9838831673.420708,9838831673.420708,9838831673.420708,China,42.70046500000001,93.542466,Xinjiang Daan Special Steel Co Ltd,42.700465,93.542466,1000.0,42.700465,93.542466,largest plant
Cangzhou Lingang Sanling Metal Co Ltd,1,1000.0,1000.0,1000.0,1,1,31.0,90759574.23978685,11494109048.720526,11494109048.720526,11494109048.720526,China,38.311738,117.45777899999999,Cangzhou Lingang Sanling Metal Co Ltd,38.311738,117.457779,1000.0,38.311738,117.457779,largest plant
Sichuan Shengquan Iron and Steel Group Co Ltd,1,1000.0,1000.0,1000.0,1,1,7.46,1180067619.3126886,29002625399.538162,29002625399.538162,29002625399.538162,China,31.255961,104.190612,Sichuan Shengquan Iron and Steel Group Co Ltd,31.255961,104.190612,1000.0,31.255961,104.190612,largest plant
Dazhou Hangda Steel Co Ltd,1,1000.0,1000.0,1000.0,1,1,22.31,49607605.43538932,1825142576.014901,1825142576.014901,1825142576.014901,China,31.435148999999996,107.685981,Hangda Steel Co Ltd,31.435149,107.685981,1000.0,31.435149,107.685981,largest plant
Xuzhou Jinhong Iron and Steel Group Co Ltd,1,1000.0,1000.0,1000.0,1,1,25.58,62626478.12289046,10422400731.94734,10422400731.94734,10422400731.94734,China,34.500122,116.908897,Xuzhou Jinhong Iron and Steel Group Co Ltd,34.500122,116.908897,1000.0,34.500122,116.908897,largest plant
Fushun Special Steel Co Ltd,1,999.0,999.0,999.0,1,1,89.0,8540543698.927486,92433376200.71225,92433376200.71225,92433376200.71225,China,41.838774,123.806586,Fushun Special Steel Co Ltd,41.838774,123.806586,999.0,41.838774,123.806586,largest plant
Topy Industries Ltd,1,960.0,960.0,960.0,1,1,68.0,6515425440.511312,158685074239.12527,158685074239.12527,158685074239.12527,Japan,34.71964400000001,137.322259,Topy Industries Toyohashi steel plant,34.719644,137.322259,960.0,34.719644,137.322259,largest plant
Fujian Qingtuo New Material Co Ltd,1,958.0,958.0,958.0,1,1,3.0,11794218.386546498,3897674158.2296243,3897674158.2296243,3897674158.2296243,China,26.779300999999997,119.76793500000001,Fujian Qingtuo New Material Co Ltd,26.779301,119.767935,958.0,26.779301,119.767935,largest plant
JSW Ispat Special Products Ltd,1,950.0,950.0,950.0,1,1,18.0,213067224.22470316,4467491446.835285,4467491446.835285,4467491446.835285,India,21.983709,83.238133,JSW Steel Raigarh steel plant,21.983709,83.238133,950.0,21.983709,83.238133,largest plant
Jinye Steel Group Co Ltd,1,950.0,950.0,950.0,1,1,22.79,1182364306.7889879,48082438631.23244,48082438631.23244,48082438631.23244,China,36.148131,113.209523,Jinye Iron and Steel Group Co Ltd,36.148131,113.209523,950.0,36.148131,113.209523,largest plant
Longchuan Hanghui Steel Co Ltd,1,930.0,930.0,930.0,1,1,22.39,1069393003.8951043,3198437989.6937556,3198437989.6937556,3198437989.6937556,China,24.113189,115.215068,Longchuan Hanghui Steel Co Ltd,24.113189,115.215068,930.0,24.113189,115.215068,largest plant
Fengshun County Dongfang Metal Casting Co Ltd,1,930.0,930.0,930.0,1,1,22.6,453215982.2079722,18595122169.250225,18595122169.250225,18595122169.250225,China,23.749104,116.138262,Fengshun County Dongfang Metal Continuous Casting Co Ltd,23.749104,116.138262,930.0,23.749104,116.138262,largest plant
Guangdong Taiye Hongda Steel Co Ltd,1,920.0,920.0,920.0,1,1,13.79,1746497357.0257854,70709810799.84492,70709810799.84492,70709810799.84492,China,23.543329287986026,112.9908240744354,"Guangdong Taiye Hongda Steel Co., Ltd.",23.54332928798603,112.9908240744354,920.0,23.54332928798603,112.9908240744354,largest plant
Guangdong Shengye Steel Co Ltd,1,920.0,920.0,920.0,1,1,21.97,106278554.73135719,1531296659.3671398,1531296659.3671398,1531296659.3671398,China,24.008563999999996,114.79732800000001,Guangdong Shengye Steel Co Ltd,24.008564,114.797328,920.0,24.008564,114.797328,largest plant
Guangdong Shiji Qingshan Nickel Industry Co Ltd,1,900.0,900.0,900.0,1,1,14.81,546325381.749661,8937090589.579496,8937090589.579496,8937090589.579496,China,21.687053,111.848893,Guangdong Shiji Qingshan Nickel Industry Co Ltd,21.687053,111.848893,900.0,21.687053,111.848893,largest plant
Guangshui Huaxin Smelt Industry Co Ltd,1,869.0,869.0,869.0,1,1,18.0,39099648.249599755,2510913507.983334,2510913507.983334,2510913507.983334,China,31.502210000000005,114.00814200000002,Guangshui Huaxin Metallurgical Industry Co Ltd,31.50221,114.008142,869.0,31.50221,114.008142,largest plant
Guangdong Hongde Steel Group Co Ltd,1,860.0,860.0,860.0,1,1,24.0,2371893017.6045723,29398577246.00148,29398577246.00148,29398577246.00148,China,24.672351,113.535574,Guangdong Hongde Steel Group Co Ltd,24.672351,113.535574,860.0,24.672351,113.535574,largest plant
Tangshan Shoutang Baosheng Functional Materials Co Ltd,1,860.0,860.0,860.0,1,1,19.19,1356006637.3997142,52795312774.227554,52795312774.227554,52795312774.227554,China,39.751793,118.490004,Tangshan Shoutang Baosheng Functional Materials Co Ltd,39.751793,118.490004,860.0,39.751793,118.490004,largest plant
Yunnan Muguang Industry and Trade Co Ltd,1,850.0,850.0,850.0,1,1,12.3,106654789.90736285,4794889713.000853,4794889713.000853,4794889713.000853,China,24.077078999999998,102.771634,Yunnan Muguang Industry and Trade Co Ltd,24.077079,102.771634,850.0,24.077079,102.771634,largest plant
Yuxi Huixi Metal Casting Products Co Ltd,1,850.0,850.0,850.0,1,1,19.71,1153461107.3559847,19337954883.57608,19337954883.57608,19337954883.57608,China,24.360481000000004,102.481118,Yuxi Huixi Metal Casting Products Co Ltd,24.360481,102.481118,850.0,24.360481,102.481118,largest plant
Sichuan Ya'an Anshan Iron and Steel Co Ltd,1,830.0,830.0,830.0,1,1,4.91,388037.3015476711,446411930.7011265,446411930.7011265,446411930.7011265,China,30.059133,102.625907,Sichuan Yaan Anshan Iron and Steel Co Ltd,30.059133,102.625907,830.0,30.059133,102.625907,largest plant
Tangshan Xinglong Steel Co Ltd,1,825.0,825.0,825.0,1,1,25.0,178134743.02966222,60926767373.43919,60926767373.43919,60926767373.43919,China,39.84761199999999,118.34844800000002,Tangshan Xinglong Iron and Steel Co Ltd,39.847612,118.348448,825.0,39.847612,118.348448,largest plant
Zunyi Changling Special Steel Co Ltd,1,825.0,825.0,825.0,1,1,22.0,3047624310.877063,43134590411.06217,43134590411.06217,43134590411.06217,China,27.614947000000004,106.949752,Zunyi Changling Special Steel Co Ltd,27.614947,106.949752,825.0,27.614947,106.949752,largest plant
Chubu Steel Plate Co Ltd,1,800.0,800.0,800.0,1,1,67.0,176716694372.9768,1773436100976.1323,1773436100976.1323,1773436100976.132,Japan,35.118836,136.867567,Chubu Steel Plate Nagoya plant,35.118836,136.867567,800.0,35.118836,136.867567,largest plant
Baicheng Fuda Bar Rolling Co Ltd,1,788.0,788.0,788.0,1,1,16.31,4030918213.477184,8548861930.695523,8548861930.695523,8548861930.695523,China,45.593303,122.895588,Baicheng Fuda Bar Rolling Co Ltd,45.593303,122.895588,788.0,45.593303,122.895588,largest plant
Hezhou Xindu Sanyuan Casting Co Ltd,1,780.0,780.0,780.0,1,1,10.0,90031801.82740928,477788284.15544564,477788284.15544564,477788284.1554457,China,23.987007,111.739775,Guangxi Hezhou Pengda New Materials Co Ltd,23.987007,111.739775,780.0,23.987007,111.739775,largest plant
Mono Steel (India) Ltd,1,770.0,770.0,770.0,1,1,36.0,31833855.18768871,1965650537.2451715,1965650537.2451715,1965650537.2451713,India,23.312264999999996,70.201953,Mono Steel Gandhidham plant,23.312265,70.201953,770.0,23.312265,70.201953,largest plant
Haicheng Hengsheng Casting Co Ltd,1,760.0,760.0,760.0,1,1,26.0,722648668.565372,141071950262.50342,141071950262.50342,141071950262.50342,China,41.057478,122.83279999999999,Haicheng Hengsheng Casting Co Ltd,41.057478,122.8328,760.0,41.057478,122.8328,largest plant
Hezhou Zhaoxin Hardware Products Co Ltd,1,750.0,750.0,750.0,1,1,26.0,90031801.82740928,476301192.8009216,476301192.8009216,476301192.8009216,China,23.978567,111.735529,Guangxi Guixin Iron and Steel Intelligent Manufacturing Co Ltd,23.978567,111.735529,750.0,23.978567,111.735529,largest plant
Fengshun County Hongbao Industrial Co Ltd,1,720.0,720.0,720.0,1,1,32.93,1404595.2279711333,2966919509.507821,2966919509.507821,2966919509.507821,China,23.720136,115.949449,Fengshun County Hongbao Industrial Co Ltd,23.720136,115.949449,720.0,23.720136,115.949449,largest plant
Fengshun Yongshun Continuous Casting Plant,1,720.0,720.0,720.0,1,1,19.27,453215982.2079722,18975260557.072334,18975260557.072334,18975260557.072334,China,23.747173000000004,116.126241,Fengshun Yongshun Continuous Casting Plant,23.747173,116.126241,720.0,23.747173,116.126241,largest plant
Jiangyin Xicheng Steel Co Ltd,1,720.0,720.0,720.0,1,1,28.37,8256028173.465794,195358769921.76007,195358769921.76007,195358769921.76007,China,31.89229900000001,120.198394,Jiangyin Xicheng Steel Co Ltd,31.892299,120.198394,720.0,31.892299,120.198394,largest plant
Fujian Fuxin Special Steel Co Ltd,1,720.0,720.0,720.0,1,1,19.0,17250077612.688942,185209231508.9667,185209231508.9667,185209231508.9667,China,24.472438999999998,117.94885,Fujian Fuxin Special Steel Co Ltd,24.472439,117.94885,720.0,24.472439,117.94885,largest plant
Guangdong Daxing Iron & Steel Industrial Co Ltd,1,720.0,720.0,720.0,1,1,26.52,13690835436.783312,164436051331.8476,164436051331.8476,164436051331.8476,China,23.529157999999995,116.329247,Guangdong Daxing Iron & Steel Industrial Co Ltd,23.529158,116.329247,720.0,23.529158,116.329247,largest plant
Fengshun County Agricultural Machinery Continuous Casting Co,1,720.0,720.0,720.0,1,1,22.85,453215982.2079722,18595122169.250225,18595122169.250225,18595122169.250225,China,23.748318000000005,116.13985,Fengshun County Agricultural Machinery Continuous Casting Co,23.748318,116.13985,720.0,23.748318,116.13985,largest plant
Zijin County Dongri Foundry Co Ltd,1,720.0,720.0,720.0,1,1,16.0,12925770.443472354,598060312.5693009,598060312.5693009,598060312.5693009,China,23.356612000000002,114.769565,Zijin County Dongri Casting Co Ltd,23.356612,114.769565,720.0,23.356612,114.769565,largest plant
Dongyuan Dongnan Industrial Co Ltd,1,720.0,720.0,720.0,1,1,16.89,24627219.044078365,930340871.9499532,930340871.9499532,930340871.9499532,China,24.038397,114.873435,Dongyuan Dongnan Industrial Co Ltd,24.038397,114.873435,720.0,24.038397,114.873435,largest plant
Guangdong Yuedong Steel Co Ltd,1,720.0,720.0,720.0,1,1,32.14,10381673523.067602,22746324411.70807,22746324411.70807,22746324411.70807,China,23.711585,114.68976100000002,Guangdong Yuedong Steel Co Ltd,23.711585,114.689761,720.0,23.711585,114.689761,largest plant
Lianping County Huafeng Steel Co Ltd,1,720.0,720.0,720.0,1,1,9.93,271704400.55409884,849099174.2109519,849099174.2109519,849099174.2109519,China,24.18435,114.72820200000001,Lianping Huafeng Steel Co Ltd,24.18435,114.728202,720.0,24.18435,114.728202,largest plant
Yamato Steel Co Ltd,1,700.0,700.0,700.0,1,1,65.0,11107163158.787853,115067025618.52832,115067025618.52832,115067025618.52832,Japan,34.783319,134.604616,Yamato Steel Himeji Plant,34.783319,134.604616,700.0,34.783319,134.604616,largest plant
Chongqing Yonghang Steel Group Co Ltd,1,700.0,700.0,700.0,1,1,23.0,476620864.0503676,9985471651.860994,9985471651.860994,9985471651.860994,China,29.836163000000003,106.988138,Chongqing Yonghang Steel Group Co Ltd,29.836163,106.988138,700.0,29.836163,106.988138,largest plant
Tangshan Yutian Jinzhou Industry Co Ltd,1,700.0,700.0,700.0,1,1,15.0,74159309.89730716,12222390049.413057,12222390049.413057,12222390049.413057,China,39.967373,117.857659,Tangshan Yutian Jinzhou Industrial Co Ltd,39.967373,117.857659,700.0,39.967373,117.857659,largest plant
Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,1,700.0,700.0,700.0,1,1,6.0,238915176.01580334,9753154820.245314,9753154820.245314,9753154820.245314,China,35.148443,119.06801500000002,Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,35.148443,119.068015,700.0,35.148443,119.068015,largest plant
Yun County Rongfeng Rolling Mill Factory,1,700.0,700.0,700.0,1,1,15.0,2868377109.874325,25029605516.576862,25029605516.576862,25029605516.576862,China,32.738598,110.793269,Shiyan Yunyang District Rongfeng Iron and Steel Co Ltd,32.738598,110.793269,700.0,32.738598,110.793269,largest plant
Zhenshi Group EASTERN SPECIAL Steel Co Ltd,1,700.0,700.0,700.0,1,1,54.0,2908351559.15047,143511638411.2139,143511638411.2139,143511638411.2139,China,30.720411000000002,120.89851800000001,Zhenshi Group Eastern Special Steel Co Ltd,30.720411,120.898518,700.0,30.720411,120.898518,largest plant
Shaanxi Hanzhong Iron & Steel Group Co,1,700.0,700.0,700.0,1,1,25.33,554486726.9337088,2225382733.2569275,2225382733.2569275,2225382733.2569275,China,33.132446,106.657646,Shaanxi Hanzhong Iron & Steel Group Company,33.132446,106.657646,700.0,33.132446,106.657646,largest plant
Pan Gang Group Sichuan Changcheng Special Steel Co Ltd,1,669.0,669.0,669.0,1,1,36.76,2578998262.3683743,9075142613.047802,9075142613.047802,9075142613.047802,China,31.763516999999997,104.761441,Pangang Group Jiangyou Changcheng Special Steel Co Ltd,31.763517,104.761441,669.0,31.763517,104.761441,largest plant
Shakambhari Ispat & Power Ltd,1,660.0,660.0,660.0,1,1,25.0,740366725.9212388,52368176028.56881,52368176028.56881,52368176028.56881,India,23.613860999999996,86.789527,Shakambhari Ispat and Power Purulia steel plant,23.613861,86.789527,660.0,23.613861,86.789527,largest plant
Godawari Power and Ispat Ltd,2,659.0,659.0,659.0,1,1,25.0,919900210.3246052,14634015006.135723,20895565574.58556,20895565574.58556,India,21.4706254620053,81.71064884829207,Godawari Power and Ispat Siltara steel plant,21.376214,81.681888,659.0,21.376214,81.681888,largest plant
Hospet Steels Ltd,1,650.0,650.0,650.0,1,1,28.0,204245873.82605147,2855801307.390391,2855801307.390391,2855801307.390391,India,15.339055,76.251696,Hospet Steels Hospet plant,15.339055,76.251696,650.0,15.339055,76.251696,largest plant
Guangdong Guixin Steel Co Ltd,1,630.0,630.0,630.0,1,1,22.0,1383225148.037752,116532803968.18135,116532803968.18135,116532803968.18135,China,23.517109,113.106865,Guangdong Guixin Steel Co Ltd,23.517109,113.106865,630.0,23.517109,113.106865,largest plant
Lianyungang Huale Alloy Group Co Ltd,1,621.0,621.0,621.0,1,1,15.94,175014771.30063456,31904257095.63041,31904257095.63041,31904257095.63041,China,34.607963999999996,119.447626,Lianyungang Huale Alloy Group Co Ltd,34.607964,119.447626,621.0,34.607964,119.447626,largest plant
Huizhou Jushun Iron and Steel Plant,1,620.0,620.0,620.0,1,1,33.26,5079645602.338191,145819956103.8072,145819956103.8072,145819956103.8072,China,23.178651999999996,114.279374,Huizhou Jushun Iron and Steel Plant,23.178652,114.279374,620.0,23.178652,114.279374,largest plant
Heyuan Huacheng Metal Products Co Ltd,1,620.0,620.0,620.0,1,1,21.89,661354659.4113086,20001035213.330936,20001035213.330936,20001035213.330936,China,23.56658,114.59899299999998,Heyuan Yuancheng Huafa Metal Products Co Ltd,23.56658,114.598993,620.0,23.56658,114.598993,largest plant
Fengshun Changsheng Precision Steel Casting Co Ltd,1,620.0,620.0,620.0,1,1,17.0,1746497357.0257854,54416334496.484634,54416334496.484634,54416334496.484634,China,23.507015000000003,112.953822,Fengshun Changsheng Special Steel Casting Co Ltd Qingyuan Branch,23.507015,112.953822,620.0,23.507015,112.953822,largest plant
Shiyan Fuyan Iron and Steel Co Ltd,1,600.0,600.0,600.0,1,1,23.0,111115982.9373292,24465181975.880474,24465181975.880474,24465181975.880474,China,32.650367,110.654794,Shiyan Fuyan Iron and Steel Co Ltd,32.650367,110.654794,600.0,32.650367,110.654794,largest plant
Sichuan Gangchen Stainless Steel Co Ltd,1,600.0,600.0,600.0,1,1,6.23,473439435.8729224,29940041899.692486,29940041899.692486,29940041899.692486,China,29.501044000000004,103.607365,Sichuan Gangchen Stainless Steel Co Ltd,29.501044,103.607365,600.0,29.501044,103.607365,largest plant
Shougang Guiyang SPECIAL Steel Co Ltd,1,600.0,600.0,600.0,1,1,68.0,264952407.92503846,12122176680.319387,12122176680.319387,12122176680.319387,China,26.873592,106.73215,Shougang Guiyang Special Steel Co Ltd,26.873592,106.73215,600.0,26.873592,106.73215,largest plant
Nakayama Steel Works Ltd,1,600.0,600.0,600.0,1,1,97.0,254812052510.10464,3288732618370.058,3288732618370.058,3288732618370.058,Japan,34.628161999999996,135.459688,Nakayama Steel Works Osaka,34.628162,135.459688,600.0,34.628162,135.459688,largest plant
Fujian Dingxin Industry Co Ltd,1,600.0,600.0,600.0,1,1,18.0,11794218.386546498,3897674158.2296243,3897674158.2296243,3897674158.229624,China,26.769499999999997,119.738519,Fujian Dingxin Industrial Co Ltd,26.7695,119.738519,600.0,26.7695,119.738519,largest plant
Nakayama Steel Products Co Ltd,1,600.0,600.0,600.0,1,1,75.81,324278211589.9782,3054389419876.448,3054389419876.448,3054389419876.448,Japan,34.69976199999999,135.430119,Nakayama Steel Products Osaka plant,34.699762,135.430119,600.0,34.699762,135.430119,largest plant
Fogang Dawei Special Steel Co Ltd,1,575.0,575.0,575.0,1,1,14.29,794462578.72561,3471012556.4293585,3471012556.4293585,3471012556.4293585,China,23.893972000000005,113.500829,"Fogang Dawei Special Steel Co., Ltd.",23.893972,113.500829,575.0,23.893972,113.500829,largest plant
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,1,550.0,550.0,550.0,1,1,25.89,442654217.20127475,9349076971.864544,9349076971.864544,9349076971.864544,China,30.830726,105.36769500000001,Sichuan Shehong Chuanzhong Construction Materials Co Ltd,30.830726,105.367695,550.0,30.830726,105.367695,largest plant
Gallantt Ispat Ltd,1,528.0,528.0,528.0,1,1,32.0,881769082.2374166,22021940702.830807,22021940702.830807,22021940702.830807,India,26.757009,83.19908600000001,Gallantt Ispat Gorakhpur steel plant,26.757009,83.199086,528.0,26.757009,83.199086,largest plant
Sunflag Iron and Steel Co Ltd,1,525.0,525.0,525.0,1,1,37.0,158719364.06818208,1255507176.8616993,1255507176.8616993,1255507176.8616993,India,21.232929,79.632398,Sunflag Iron and Steel plant,21.232929,79.632398,525.0,21.232929,79.632398,largest plant
Guangdong Yuehua Iron & Steel Group Co Ltd,1,520.0,520.0,520.0,1,1,21.81,386008960.44992363,5328433569.140667,5328433569.140667,5328433569.140667,China,24.275783000000004,113.388896,Guangdong Yuehua Iron & Steel Group Co Ltd,24.275783,113.388896,520.0,24.275783,113.388896,largest plant
Chongqing Pengcheng Steel Co Ltd,1,520.0,520.0,520.0,1,1,27.67,3649329774.430953,22610249865.66703,22610249865.66703,22610249865.66703,China,29.259698999999998,106.214031,Chongqing Pengcheng Steel Co Ltd,29.259699,106.214031,520.0,29.259699,106.214031,largest plant
Taishan Baofeng Iron & Steel Co Ltd,1,520.0,520.0,520.0,1,1,23.0,4190029623.921236,43885101773.978195,43885101773.978195,43885101773.978195,China,22.425677,112.788855,Taishan Baofeng Iron & Steel Co Ltd,22.425677,112.788855,520.0,22.425677,112.788855,largest plant
Jilin Steel Group Taihua Metal Equipment Manufacture Co Ltd,1,500.0,500.0,500.0,1,1,17.58,912548532.864007,2233831629.032975,2233831629.032975,2233831629.032975,China,44.138825999999995,125.914941,Jilin Steel Group Taihua Metal Equipment Manufacture Co Ltd,44.138826,125.914941,500.0,44.138826,125.914941,largest plant
Anhui Jingxian Longxin Iron and Steel Co Ltd,1,500.0,500.0,500.0,1,1,18.0,271114715.91688704,2196595135.9770145,2196595135.9770145,2196595135.9770145,China,30.709058000000002,118.436638,Anhui Jingxian Longxin Iron and Steel Co Ltd,30.709058,118.436638,500.0,30.709058,118.436638,largest plant
Liaoyang Xinyi Special Steel Co Ltd,1,500.0,500.0,500.0,1,1,17.2,4381066890.384275,175839242653.0292,175839242653.0292,175839242653.0292,China,41.22500300000001,122.970488,Liaoyang Xinyi Special Steel Co Ltd,41.225003,122.970488,500.0,41.225003,122.970488,largest plant
Zhejiang TSINGSHAN IRON&STEEL Co Ltd,1,500.0,500.0,500.0,1,1,21.8,1195110580.909999,23408680120.06053,23408680120.06053,23408680120.06053,China,28.136095999999995,120.380401,Zhejiang Tsingshan Iron and Steel Co Ltd,28.136096,120.380401,500.0,28.136096,120.380401,largest plant
Hubei Dazhan Steel & Iron Co Ltd,1,500.0,500.0,500.0,1,1,33.0,600972460.8080096,20741116448.488346,20741116448.488346,20741116448.488346,China,31.006752,113.754995,Hubei Dazhan Iron and Steel Co Ltd,31.006752,113.754995,500.0,31.006752,113.754995,largest plant
