GEM plant ID,Plant name (English),Owner,Parent (English),Country/area,Region,iso3,Latitude,Longitude,Plant age (years),capacity_ttpa,n_operating_units,Main production equipment,litpop_value_usd,litpop_sum_25km_usd,litpop_ncells_25km,litpop_cell_lat,litpop_cell_lon,match_distance_km
P100000121182,Shyam Steel Mejia steel plant,Shyam Steel Manufacturing Ltd,Shyam Steel Industries Ltd,India,Asia Pacific,IND,23.564157,87.089552,,126.0,1,DRI; IF; EAF,675556161.7232339,41512101570.62888,26,23.54166667,87.125,4.394291185007889
P100000121181,Shyam Steel Raghunathpur steel plant,Shyam Steel Industries Ltd,Shyam Steel Industries Ltd [100.0%],India,Asia Pacific,IND,23.590212,86.724603,2.0,420.0,1,DRI; IF; BF; BOF; EAF,363171012.67553264,43308663375.96126,27,23.625,86.70833333,4.208487768584122
P100000120377,Sichuan Dazhou Iron and Steel Group Co Ltd,Sichuan Dazhou Iron & Steel Group Co Ltd,Beijing Fangda International Industrial Investment Group Co Ltd [69.3%]; unknown [24.6%]; China Cinda Asset Management Co Ltd [6.1%],China,Asia Pacific,CHN,31.18945,107.453099,28.89,2300.0,1,BF; BOF,10197981456.470524,16472287883.06964,26,31.20833333,107.45833333,2.157948078309814
P100000120075,Sichuan Desheng Group Vanadium and Titanium Co Ltd,"Sichuan De Sheng Group, Vanadium and Titanium Co Ltd",Haojun Development Group Co Ltd [49.0%]; natural person(s) [26.8%]; Yunnan Desheng Steel Co Ltd [14.0%]; Yunnan Desheng Logistics Co Ltd [10.2%],China,Asia Pacific,CHN,29.39798,103.542532,29.0,3000.0,1,BF; BOF,181895609.9521647,10461070700.557838,25,29.375,103.54166667,2.556637989366396
P100000120375,Sichuan Gangchen Stainless Steel Co Ltd,Sichuan Gangchen Stainless Steel Co Ltd,Fujian Xinsheng Investment Co Ltd [85.0%]; Pingtan Longxin Investment Co Ltd [15.0%],China,Asia Pacific,CHN,29.501044,103.607365,6.23,600.0,1,EAF,473439435.8729224,29940041899.692486,26,29.54166667,103.625,4.828588209492602
P100000121058,Sichuan Shehong Chuanzhong Construction Materials Co Ltd,Sichuan Shehong Chuanzhong Construction Materials Co Ltd,Sichuan Shehong Chuanzhong Construction Materials Co Ltd [100.0%],China,Asia Pacific,CHN,30.830726,105.367695,25.89,550.0,1,EAF,442654217.20127475,9349076971.864544,29,30.79166667,105.375,4.398877892452609
P100000120320,Sichuan Shengquan Iron and Steel Group Co Ltd,Sichuan Shengquan Iron and Steel Group Co Ltd,Sichuan Shengquan Iron and Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,31.255961,104.190612,7.46,1000.0,1,EAF,1180067619.3126886,29002625399.538162,27,31.29166667,104.20833333,4.312745107710951
P100000121059,Sichuan Yaan Anshan Iron and Steel Co Ltd,Sichuan Ya'an Anshan Iron and Steel Co Ltd,Sichuan Ya'an Anshan Iron and Steel Co Ltd [100.0%],China,Asia Pacific,CHN,30.059133,102.625907,4.91,830.0,1,EAF,388037.3015476711,446411930.7011265,25,30.04166667,102.625,1.9441309268502975
P100000120575,Sunflag Iron and Steel plant,Sunflag Iron and Steel Co Ltd,Sunflag Iron and Steel Co Ltd [100.0%],India,Asia Pacific,IND,21.232929,79.632398,37.0,525.0,1,BF; DRI; EAF; IF; Steel other/unspecified,158719364.06818208,1255507176.8616993,23,21.20833333,79.625,2.8403909260302322
P100001025670,Surjagad Ispat Gadchiroli steel plant,Surjagad Ispat Pvt Ltd,Surjagad Ispat Pvt Ltd [100.0%],India,Asia Pacific,IND,19.487201,79.968551,0.0,,0,DRI; IF; Steel other/unspecified,1744300.2223284245,38077949.28940603,24,19.45833333,79.95833333,3.3839520152840503
P100000121193,Swadesh Metallics Simga steel plant,Swadesh Metallics Pvt Ltd,Swadesh Metallics Pvt Ltd [100.0%],India,Asia Pacific,IND,21.625706,81.705254,,,0,BF; DRI; IF,194558399.93739942,4377203761.590546,21,21.625,81.70833333,0.32784335657033936
P100001063500,Taishan Baofeng Iron & Steel Co Ltd,Taishan Baofeng Iron & Steel Co Ltd,Taishan Baofeng Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,22.425677,112.788855,23.0,520.0,1,EAF,4190029623.921236,43885101773.978195,24,22.45833333,112.79166667,3.642702795552463
P100000120147,Tangshan Chunxing Special Steel Co Ltd,Tangshan Chunxing Special Steel Co Ltd,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd [84.2%]; natural person(s) [15.8%],China,Asia Pacific,CHN,39.676326,118.427914,23.5,2400.0,1,BF; BOF,1872854078.2187674,92559277497.56479,32,39.70833333,118.45833333,4.409227861334457
P100000120122,Tangshan Delong Iron and Steel Co Ltd,Tangshan DELONG Steel Co Ltd,Qian'an City Jiujiang Wire Co Ltd [51.0%]; British Asia Pan Ruogen International Co Ltd [49.0%],China,Asia Pacific,CHN,39.19256,118.899533,23.67,,0,BF; BOF,218136816.73348233,4135555372.663854,15,39.20833333,118.875,2.7468528808700823
P100000120146,Tangshan Donghai Iron and Steel Group Co Ltd,Tangshan Donghai Iron and Steel Group Co Ltd,Tangshan Donghai Iron and Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,39.748373,118.624794,23.0,5499.0,1,BF; BOF,770999040.1643324,37003524212.31657,30,39.70833333,118.625,4.452249171530553
P100000120108,Tangshan Donghua Iron and Steel Enterprise Group Co Ltd,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd [100.0%],China,Asia Pacific,CHN,39.468366,118.256774,17.0,4750.0,2,BF; BOF; EAF,438464931.03294915,104601089880.18478,28,39.45833333,118.29166667,3.1963951389153036
P100000120128,Tangshan Fengnan District Jing an Iron and Steel Co Ltd,Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,Tangshan Fengnan District Jing'an Iron and Steel Co Ltd [100.0%],China,Asia Pacific,CHN,39.600956,118.358726,24.0,4125.0,2,BF; BOF,1597397963.2435653,141866314043.75967,29,39.625,118.375,3.015191226375028
P100000120143,Tangshan Fengnan Kaiheng Iron and Steel Co Ltd,Tangshan Fengnan Kaiheng Iron & Steel Co Ltd,Tangshan Fengnan Kaiheng Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,39.4632,118.247191,21.0,,0,BF; BOF,307330756.7732362,103438117699.62515,27,39.45833333,118.20833333,3.379510137960086
P100000120118,Tangshan Ganglu Iron and Steel Co Ltd,Tangshan Ganglu Iron & Steel Co Ltd,Guotao Co Ltd (Hong Kong) [76.3%]; Yushan (Beijing) Metallurgical Investment Co Ltd [23.7%],China,Asia Pacific,CHN,40.183913,118.073913,24.0,5614.0,2,BF; BOF,392661136.5966965,7991515748.939623,30,40.20833333,118.04166667,3.856786532115317
P100000120379,Tangshan Guotang Steel Co Ltd,Tangshan Guotang Steel Co Ltd,Guotao Co Ltd (Hong Kong) [61.0%]; Tangshan GUOYI SPECIAL Steel Co Ltd [20.0%]; Yushan (Beijing) Metallurgical Investment Co Ltd [19.0%],China,Asia Pacific,CHN,39.293147,119.046972,4.0,3000.0,1,BF; BOF,658638310.9064554,5582819191.222353,19,39.29166667,119.04166667,0.4853251957151912
P100000120144,Tangshan Guoyi Special Type Iron and Steel Co Ltd,Tangshan GUOYI SPECIAL Steel Co Ltd,Tangshan GUOYI SPECIAL Steel Co Ltd [100.0%],China,Asia Pacific,CHN,39.659153,118.411488,16.0,,0,BF; BOF,1597397963.2435653,125914337536.63997,31,39.625,118.375,4.917653401146054
P100000120101,Tangshan Iron and Steel Group Co Ltd,TANG Shan Iron and Steel Group Co Ltd,HBIS Group Co Ltd [100.0%],China,Asia Pacific,CHN,39.648587,118.212487,77.0,,0,BF; BOF,39795139194.13621,155462748201.50528,29,39.625,118.20833333,2.646766696178787
P100000120124,Tangshan Jianlong Special Steel Co Ltd,Tangshan Jianlong Steel SPECIAL Steel Co Ltd,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],China,Asia Pacific,CHN,40.167686,117.964004,20.0,,0,BF; BOF,3405149508.8777,6696341161.225805,31,40.20833333,117.95833333,4.545379151270477
P100000120141,Tangshan Jinma Steel Group Co Ltd,Tangshan Jinma Iron & Steel Group Co Ltd,Tangshan Jinma Iron & Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,39.700499,118.456775,12.0,,0,BF; BOF,1872854078.2187674,91786528578.4662,31,39.70833333,118.45833333,0.8812804072645121
P100000120127,Tangshan Medium Thick Plate Co Ltd,Tangshan Heavy Plate Co Ltd,HBIS Co Ltd [51.0%]; Cambodia Rongfeng Investment Co Ltd [25.1%]; Hebei Wenfeng Industrial Group Co Ltd [23.9%],China,Asia Pacific,CHN,39.268452,119.024819,20.0,4200.0,1,BF; BOF,658638310.9064554,5574342695.914176,18,39.29166667,119.04166667,2.960779944451636
P100000120109,Tangshan Ruifeng Iron and Steel Group Co Ltd,Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd [100.0%],China,Asia Pacific,CHN,39.497472,118.272056,24.0,4500.0,1,BF; BOF,438464931.03294915,126068925193.7959,31,39.45833333,118.29166667,4.666168414866825
P100001063916,Tangshan Shoutang Baosheng Functional Materials Co Ltd,Tangshan Shoutang Baosheng Functional Materials Co Ltd,Tangshan Shoutang Baosheng Functional Materials Co Ltd [100.0%],China,Asia Pacific,CHN,39.751793,118.490004,19.19,860.0,1,EAF,1356006637.3997142,52795312774.227554,31,39.79166667,118.45833333,5.194661251964483
P100000120112,Tangshan Songting Iron and Steel Co Ltd,Tangshan Songting IRON&STEEL Co Ltd,Tangshan Songting IRON&STEEL Co Ltd [100.0%],China,Asia Pacific,CHN,39.938866,118.576678,57.0,5000.0,1,BF; BOF,1205952791.2560177,26468652953.4664,29,39.95833333,118.54166667,3.686891987047509
P100000121141,Tangshan Stainless Steel Co Ltd,Tangshan Stainless Steel Co Ltd,HBIS Group Co Ltd [68.9%]; Metallurgical Corporation of China Ltd [23.9%]; unknown [7.2%],China,Asia Pacific,CHN,39.160401,118.429806,,,0,BF; BOF,146526011.7107865,5420460228.12082,22,39.125,118.45833333,4.641980522264962
P100000120126,Tangshan Stainless Steel Co Ltd Guye District,Tangshan Stainless Steel Co Ltd,HBIS Group Co Ltd [68.9%]; Metallurgical Corporation of China Ltd [23.9%]; unknown [7.2%],China,Asia Pacific,CHN,39.730795,118.467608,23.0,,0,BF; BOF,1872854078.2187674,51454468576.98137,29,39.70833333,118.45833333,2.6205715154098734
P100000120148,Tangshan Wenfeng Special Steel Co Ltd,Tangshan Wenfeng Special Steel Co Ltd,Cambodia Rongfeng Investment Co Ltd [62.5%]; Hebei Wenfeng Industrial Group Co Ltd [36.4%]; unknown [1.2%],China,Asia Pacific,CHN,39.146541,118.432261,18.47,2000.0,1,BF; BOF; EAF,146526011.7107865,4822170639.785444,19,39.125,118.45833333,3.2854094367669964
P100000120139,Tangshan Xinbaotai Iron and Steel Co Ltd,Tangshan Xinbaotai Iron & Steel Co Ltd,Beijing Jianlong Investment Co Ltd [43.3%]; Guotao Co Ltd (Hong Kong) [38.9%]; Yushan (Beijing) Metallurgical Investment Co Ltd [12.1%]; unknown [5.7%],China,Asia Pacific,CHN,39.861425,118.03667,19.0,,0,BF; BOF,597616844.3023248,46917457212.68396,31,39.875,118.04166667,1.5685532238982314
P100000120140,Tangshan Xinglong Iron and Steel Co Ltd,Tangshan Xinglong Steel Co Ltd,Tangshan Xinglong Steel Co Ltd [100.0%],China,Asia Pacific,CHN,39.847612,118.348448,25.0,825.0,1,EAF; BOF; BF,178134743.02966222,60926767373.43919,31,39.875,118.375,3.7961331834892307
P100000120341,Tangshan Yutian Jinzhou Industrial Co Ltd,Tangshan Yutian Jinzhou Industry Co Ltd,British Asia Pan Ruogen International Co Ltd [60.0%]; Tangshan Fengrun Jinruicheng Iron and Steel Co Ltd [40.0%],China,Asia Pacific,CHN,39.967373,117.857659,15.0,700.0,1,EAF,74159309.89730716,12222390049.413057,29,39.95833333,117.875,1.787343388727045
P100000120342,Tangshan Zhengfeng Steel Co Ltd,Tangshan Zhengfeng Steel Co Ltd,Tangshan Zhengfeng Steel Co Ltd [100.0%],China,Asia Pacific,CHN,39.85271,118.181279,22.0,2439.0,1,EAF,2256673828.2882605,55350743231.762314,30,39.875,118.20833333,3.387481560941325
P100000120546,Tata Metaliks Kharagpur steel plant,Tata Metaliks Ltd,Tata Metaliks Ltd [100.0%],India,Asia Pacific,IND,22.385611,87.287179,36.0,0.0,1,BF,2985882028.961829,14177735291.438112,23,22.375,87.29166667,1.2669061872106653
P100000120535,Tata Steel Gamharia steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,IND,22.812895,86.084022,55.0,1200.0,1,BF; DRI; EAF,1938665923.5311012,20708448917.180756,26,22.79166667,86.125,4.818262013239597
P100000120529,Tata Steel Jamshedpur steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,IND,22.788598,86.1996,114.0,11000.0,1,BF; BOF,4812182514.970916,20890442489.88347,24,22.79166667,86.20833333,0.95810984736061
P100000120530,Tata Steel Kalinganagar steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,IND,20.970411,86.015211,10.0,8000.0,1,BF; BOF,864289310.3874147,7470038108.253656,25,20.95833333,86.04166667,3.0577167360293145
P100000120576,Tata Steel Ludhiana steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,IND,30.946888,75.987521,,,0,EAF,1625924942.994734,22259605542.9267,26,30.95833333,75.95833333,3.060499113174928
P100000120511,Tata Steel Meramandali steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,IND,20.796053,85.260382,19.0,5510.0,1,BF; BOF; DRI; EAF; IF; Steel other/unspecified,523384374.02003706,8055729405.64614,26,20.79166667,85.29166667,3.2884828460789124
P100000120281,Tianjin Iron and Steel Group Co Ltd,Tianjin Iron and Steel Group Co Ltd,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],China,Asia Pacific,CHN,39.031083,117.499246,91.0,6650.0,1,BF; BOF; EAF,7120436820.791538,420171486451.82947,26,39.04166667,117.45833333,3.7244607224526023
P100000120280,Tianjin Iron Plant,Tianjin Iron PLANT Co Ltd,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],China,Asia Pacific,CHN,36.58967,113.745792,57.0,4870.0,1,BF; BOF,1279452525.6709294,5117323771.138807,29,36.625,113.70833333,5.158769393114092
P100000120287,Tianjin Metallurgy Group Zhasan Steel Co Ltd,Tianjin Metallurgy Group Zhasan Steel Co Ltd,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],China,Asia Pacific,CHN,38.825269,117.08849,11.3,,0,BF; BOF,805190129.0529438,66353473243.63198,30,38.79166667,117.125,4.895783256490337
P100000120284,Tianjin New Tiangang United Special Steel Co Ltd,Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],China,Asia Pacific,CHN,39.300258,117.800231,16.66,4500.0,1,BF; BOF,10311114379.091043,77802195078.26004,26,39.29166667,117.79166667,1.2065498976619211
P100000120282,Tianjin Pipe Corporation,Tianjin Pipe Corp,Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],China,Asia Pacific,CHN,39.034002,117.486798,15.2,3000.0,1,BF; DRI; EAF,7120436820.791538,479048193622.63153,27,39.04166667,117.45833333,2.6019919353976313
P100000120283,Tianjin Rockcheck Steel Group Co Ltd,Rockcheck Steel Group Co Ltd,Tianjin Rongcheng Xiangtai Investment Holdings Co Ltd [77.8%]; natural person(s) [17.9%]; unknown [4.2%],China,Asia Pacific,CHN,38.970638,117.495794,23.08,4500.0,2,BF; BOF; EAF,8170303829.634859,422293657920.1426,25,38.95833333,117.45833333,3.515924277139339
P100001023535,Tianjin Rongcheng Group Tangshan Fengrun Special Steel Co Ltd,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd; Tangshan Zhengfeng Steel Co Ltd,Tangshan Zhengfeng Steel Co Ltd [100.0%]; Tianjin Rongcheng Group Tangshan Special Steel Co Ltd [100.0%],China,Asia Pacific,CHN,39.85271,118.181279,2.2,,0,EAF,2256673828.2882605,55350743231.762314,30,39.875,118.20833333,3.387481560941325
P100000121081,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd [100.0%],China,Asia Pacific,CHN,39.551552,118.137993,21.0,,0,BF; BOF,9710283612.501226,134035400903.13374,31,39.54166667,118.125,1.5650483162837716
P100000120285,Tianjin Tianfeng Steel Co Ltd,Tianjin Tianfeng Steel Co Ltd,Tianjin Tianfeng Steel Co Ltd [100.0%],China,Asia Pacific,CHN,38.832642,117.102765,19.12,,0,BF; BOF,805190129.0529438,136245998263.05936,32,38.79166667,117.125,4.946812639896308
P100000120288,Tianjin Tianzhong Giant Heavy Industry Co Ltd,Tianjin Tianzhong Giant Heavy Industry Co Ltd,Tianjin Jiangtian Industrial Development Co Ltd [100.0%],China,Asia Pacific,CHN,39.501442,118.719554,20.51,,0,BF; BOF,1572778754.3996863,14504012305.231407,32,39.54166667,118.70833333,4.575162136032158
P100000120668,Tokyo Steel Kyushu plant,Tokyo Steel Manufacturing Co Ltd,Tokyo Steel Manufacturing Co Ltd [100.0%],Japan,Asia Pacific,JPN,33.881431,130.755978,54.3,678.0,1,EAF,39326229999.73937,219232791699.09634,15,33.875,130.79166667,3.3713772176317347
P100000120669,Tokyo Steel Okayama plant,Tokyo Steel Manufacturing Co Ltd,Tokyo Steel Manufacturing Co Ltd [100.0%],Japan,Asia Pacific,JPN,34.515062,133.745525,63.39,708.0,1,EAF,12824930411.579533,105838208387.31323,19,34.54166667,133.70833333,4.512150691932248
P100000120670,Tokyo Steel Tahara plant,Tokyo Steel Manufacturing Co Ltd,Tokyo Steel Manufacturing Co Ltd [100.0%],Japan,Asia Pacific,JPN,34.702012,137.249114,15.72,2600.0,1,EAF,6515425440.511312,150680876883.56177,13,34.70833333,137.29166667,3.9528499672178716
P100000120671,Tokyo Steel Utsunomiya plant,Tokyo Steel Manufacturing Co Ltd,Tokyo Steel Manufacturing Co Ltd [100.0%],Japan,Asia Pacific,JPN,36.540425,139.993079,30.3,800.0,1,EAF,15052426895.150934,123308837323.74382,26,36.54166667,139.95833333,3.1071611106499617
P100000120216,Tonghua Iron and Steel Co Ltd,Tonghua Iron & Steel Co Ltd,Beijing State-owned Capital Management Center [56.2%]; unknown [16.9%]; Industrial and Commercial Bank of China Ltd [8.3%]; China Construction Bank Corp [8.1%]; Bank of China Ltd [6.5%]; BANK of Jilin Co Ltd [0.9%]; Hana Bank Co Ltd [0.9%]; Changchun Financial Holding Group Co Ltd [0.6%]; Jilin Financial Holding Group Co Ltd [0.6%]; Jilin YATAI (GROUP) Co Ltd [0.5%]; Jilin PROVINCE Inestment Group Co Ltd [0.3%]; Changchun City Development Investment Holding (Group) Co Ltd [0.1%],China,Asia Pacific,CHN,41.779125,126.022349,19.53,4590.0,1,BF; BOF,601217158.3271072,6291983075.240689,30,41.79166667,126.04166667,2.123717616120122
P100000120072,Tongling Fuxin Iron and Steel Co Ltd,Tongling Fuxin Iron & Steel Co Ltd,Tongling Fuxin Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,30.907561,117.772866,56.0,1350.0,1,BF; BOF,6386761084.181079,25135376136.461826,27,30.875,117.79166667,4.040704109466612
P100000120356,Tongling Xuanli Special Steel Co Ltd,Tongling City Xuanli Special Steel Co Ltd,Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],China,Asia Pacific,CHN,31.062807,117.956015,17.0,2700.0,1,BF; BOF,322755495.5135918,21605735396.12543,26,31.04166667,117.95833333,2.3610519701242416
P100000121137,Tongshan Liguo Iron and Steel Co Ltd,Tongshan Liguo Iron and Steel Co Ltd,Tongshan Liguo Iron and Steel Co Ltd [100.0%],China,Asia Pacific,CHN,34.55486,117.327039,19.58,,0,BF; BOF,261090607.59518936,10876233654.99632,26,34.54166667,117.29166667,3.556288877962531
P100000120672,Topy Industries Toyohashi steel plant,Topy Industries Ltd,Topy Industries Ltd [100.0%],Japan,Asia Pacific,JPN,34.719644,137.322259,68.0,960.0,1,EAF,6515425440.511312,158685074239.12527,15,34.70833333,137.29166667,3.066052507917545
P100000121194,Uttam Galva Ferrous Bellary steel plant,Uttam Galva Ferous Ltd,Uttam Galva Ferous Ltd [100.0%],India,Asia Pacific,IND,15.184613,76.824905,,,0,BF; BOF,354990517.4078579,4519592959.189082,24,15.20833333,76.79166667,4.436012716616099
P100001054309,Vardhman Special Steels Ludhiana steel plant,Vardhman Special Steels Limited,Vardhman Special Steels Limited [100.0%],India,Asia Pacific,IND,30.890103,75.908673,,,0,EAF,2490777403.6033077,25439001955.699738,26,30.875,75.875,3.62578855630752
P100000121205,Vedanta Sesa Goa Pig Iron Plant,Vedanta Iron and Steel Ltd,Vedanta Ltd [100.0%],India,Asia Pacific,IND,15.526866,73.986671,34.0,0.0,1,BF,607137556.302787,8358368004.412622,22,15.54166667,73.95833333,3.453295222703845
P100000120244,Weifang Special Steel Group Co Ltd,Weifang SPECIAL Steel Group Co Ltd,Weiao (Shandong) Investment Co Ltd [100.0%],China,Asia Pacific,CHN,36.644469,119.238427,32.28,3000.0,1,BF; BOF,3368126297.6347632,114727029898.5694,27,36.625,119.20833333,3.449214265410661
P100001064114,Weining Hengchang Furnace Charge & Casting Co Ltd,Weining Hengchang Furnace Charge & Casting Co Ltd,Weining Hengchang Furnace Charge & Casting Co Ltd [100.0%],China,Asia Pacific,CHN,26.783556,104.394517,21.69,0.0,1,BF,21953226.651415624,1844144744.320357,25,26.79166667,104.375,2.1369324105764114
P100000120541,Welspun Metallics Anjar Steel plant,Welspun Corp Ltd,Welspun Corp Ltd [100.0%],India,Asia Pacific,IND,23.112781,70.0866885,22.0,288.0,1,BF; DRI; IF; BOF; Iron other/unspecified,786684238.6823866,5161848237.772778,25,23.125,70.125,4.146837000392898
P100000120296,WISCO Group Kunming Steel Co Ltd Anning Branch,WISCO Group Kunming Steel Co Ltd,WISCO Group Kunming Steel Co Ltd [100.0%],China,Asia Pacific,CHN,24.947687,102.367394,9.71,,0,BF; BOF,401331048.2710037,13718221618.356405,24,24.95833333,102.375,1.4104661323282355
P100000120297,WISCO Group Kunming Steel Co Ltd Honghe Iron and Steel Company,Honghe Iron and Steel Co Ltd,China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],China,Asia Pacific,CHN,23.470733,103.272784,17.92,,0,BF; BOF,1145833787.5269697,13576165467.68438,25,23.45833333,103.29166667,2.3686791348127336
P100000120299,WISCO Group Kunming Steel Co Ltd New District Branch,WISCO Group Kunming Steel Co Ltd,WISCO Group Kunming Steel Co Ltd [100.0%],China,Asia Pacific,CHN,24.953261,102.378082,13.83,2276.0,2,BF; BOF,401331048.2710037,18309452908.09807,24,24.95833333,102.375,0.6439369855610683
P100000120298,WISCO Group Kunming Steel Co Ltd Yuxi Xinxing Steel Company,Yuxi Xinxing Iron & Steel Co Ltd,China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],China,Asia Pacific,CHN,24.249024,102.521747,22.06,,0,BF; BOF,204193710.09956524,20694712598.90511,26,24.20833333,102.54166667,4.954984734609635
P100000121069,WISCO Group Xiangyang Heavy Equipment Materials Co Ltd,WISCO Group Xiangyang Heavy Equipment MATERIALS Co Ltd,China Baowu Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,32.10704,112.235621,27.0,,0,EAF,6115679576.442959,63284746767.76681,27,32.125,112.20833333,3.254660832238281
P100000120134,Wu an Mingfang Iron and Steel Co Ltd,Wuan Mingfang Iron & Steel Co Ltd,Hebei Taihang Iron and Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,36.710754,114.207855,37.0,,0,BF; BOF,6917400988.421546,69987899829.69107,31,36.70833333,114.20833333,0.27252299519448475
P100000120114,Wu an Yuhua Iron and Steel Co Ltd,Wuan Yuhua Steel Co Ltd,Jinan Iron & Steel Group Co Ltd [88.1%]; natural person(s) [11.9%],China,Asia Pacific,CHN,36.731752,114.098377,38.0,2700.0,1,BF; BOF,2791499561.2492723,23436220267.451225,28,36.70833333,114.125,3.5230318397693567
P100000121085,Wu'an Yongcheng Zhuye Co Ltd,Wu'an Yongcheng Zhuye Co Ltd,Wu'an Yongcheng Zhuye Co Ltd [100.0%],China,Asia Pacific,CHN,36.660278,113.993995,19.0,,0,BF; BOF,188809636.46592227,20162046027.316326,29,36.625,113.95833333,5.0508730852793855
P100000120357,Wugang Zhongjia Iron and Steel Co Ltd,Wugang Zhongjia Iron & Steel Co Ltd,Henan Wugang Huayu Materials Co Ltd [75.0%]; Hongxing (Hong Kong) Co Ltd [25.0%],China,Asia Pacific,CHN,33.29175,113.458011,24.0,0.0,1,BF,642394331.888709,5882609232.865211,28,33.29166667,113.45833333,0.031359608051883
P100000120340,Wuhai Baogang Wanteng Iron and Steel Co Ltd,Wuhai Baogang Wanteng Iron and Steel Co Ltd,Beijing Jianlong Investment Co Ltd [59.2%]; Inner Mongolia Yellow River Energy Technology Group Co Ltd [32.8%]; unknown [8.1%],China,Asia Pacific,CHN,39.855971,106.886647,15.0,2000.0,1,BF; BOF,111523145.34028804,4238109972.7364726,29,39.875,106.875,2.337797064478306
P100000120171,Wuhan Iron and Steel Co Ltd,Wuhan Iron and Steel Co Ltd,Baoshan Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,30.616222,114.444975,67.44,15907.0,1,BF; BOF,13274108766.720098,792587500359.3319,27,30.625,114.45833333,1.6083082546141025
P100000120174,Wuhan Shunle Stainless Steel Co Ltd,Wuhan Shunle Stainless Steel Co Ltd,natural person(s) [83.0%]; Hubei Jinshenglan Investment Group Co Ltd [17.0%],China,Asia Pacific,CHN,30.394434,114.257701,27.0,,0,EAF,11843724400.76606,500124516336.5328,26,30.375,114.29166667,3.9095722389973946
P100000120073,Wuhu Fuxin Iron and Steel Co Ltd,Wuhu Fuxin Iron & Steel Co Ltd,Wuhu Fuxin Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,31.194505,118.067833,23.0,2000.0,1,BF; BOF,203072621.1319695,14988877836.50761,26,31.20833333,118.04166667,2.925403122421522
P100000120068,Wuhu Xinxing Ductile Iron Pipes Co Ltd,Wuhu Xinxing Ductile Iron Pipes Co Ltd,Xinxing Ductile Iron Pipes Co Ltd [100.0%],China,Asia Pacific,CHN,31.229893,118.150867,23.0,2000.0,1,BF; BOF; EAF,1042494789.8844099,47168529761.85726,27,31.20833333,118.125,3.434773446657165
