GEM plant ID,Plant name (English),Owner,Parent (English),Country/area,Region,iso3,Latitude,Longitude,Plant age (years),capacity_ttpa,n_operating_units,Main production equipment,litpop_value_usd,litpop_sum_25km_usd,litpop_ncells_25km,litpop_cell_lat,litpop_cell_lon,match_distance_km
P100000120393,Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,Guangxi Longzhou Yishuo Investment Management Co Ltd [100.0%],China,Asia Pacific,CHN,22.326361,106.94616,11.0,0.0,1,BF,12209976.102895368,1037087516.5158082,25,22.29166667,106.95833333,4.056003750462065
P100000120094,Guangxi Shenglong Metallurgical Co Ltd,Guangxi Shenglong Metallurgical Co Ltd,Guangxi Shenglong Metallurgical Co Ltd [100.0%],China,Asia Pacific,CHN,21.687637,108.412344,23.0,9783.0,1,BF; BOF,954514098.9683073,3098704254.237641,13,21.70833333,108.375,4.492460288286099
P100000120369,Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,Guangdong Jinhai Brilliant Group Co Ltd [100.0%],China,Asia Pacific,CHN,23.518229,111.235509,16.0,1500.0,1,EAF,607979569.3111423,17160960324.747433,24,23.54166667,111.20833333,3.8036749528046303
P100000120367,Guilin Pinggang Iron and Steel Co Ltd,Guilin Pinggang Iron and Steel Co Ltd,Guangxi Xingui Steel Group Co Ltd [65.0%]; natural person(s) [35.0%],China,Asia Pacific,CHN,24.673567,110.78959,29.0,1200.0,1,EAF,33714093.6953855,948243686.0750386,24,24.70833333,110.79166667,3.8715338156030166
P100000120098,Guizhou Ganglian Industrial Group Co Ltd,Guizhou Ganglian Industrial Group Co Ltd,Guizhou Ganglian Industrial Group Co Ltd [100.0%],China,Asia Pacific,CHN,27.615147,106.949926,12.0,1325.0,1,EAF,3047624310.877063,43134590411.06217,24,27.625,106.95833333,1.3734856544533094
P100000120364,Guizhou Hexing Steel Co Ltd,Guizhou Hexing Metal Products Co Ltd,natural person(s) [65.0%]; Guizhou Mindong Economic and Trade Co Ltd [35.0%],China,Asia Pacific,CHN,26.509525,107.570458,14.0,500.0,1,EAF,30310794.301979743,3455499460.19621,27,26.54166667,107.54166667,4.5802330548154355
P100000120360,Guizhou Juxin Iron and Steel Group Co Ltd,Qianxinan Prefecture Juxin Industry & Trade General Co,Qianxinan Prefecture Juxin Industry & Trade General Co [100.0%],China,Asia Pacific,CHN,25.150857,105.041722,33.0,490.0,1,EAF,259782939.28469855,12506479309.22539,24,25.125,105.04166667,2.8751765843526043
P100000120097,Guizhou United Iron and Steel Group Co Ltd,Guizhou United Steel (Group) Co Ltd,Guiyang Changle Iron and Steel Co Ltd [33.3%]; Qianxinan Prefecture Juxin Industry & Trade General Co [33.3%]; Zunyi County Fuxin Iron & Steel Product Co Ltd [33.3%],China,Asia Pacific,CHN,27.591691,106.814024,12.0,1990.0,1,EAF,288427354.33009654,39984761441.50749,27,27.625,106.79166667,4.309423281487118
P100001063796,Haicheng Hengsheng Casting Co Ltd,Haicheng Hengsheng Casting Co Ltd,Haicheng Hengsheng Casting Co Ltd [100.0%],China,Asia Pacific,CHN,41.057478,122.8328,26.0,760.0,1,BF; BOF,722648668.565372,141071950262.50342,30,41.04166667,122.79166667,3.8715386138083576
P100000120102,Handan Iron and Steel Group Co Ltd,Handan Iron and Steel Group Co Ltd,HBIS Group Co Ltd [100.0%],China,Asia Pacific,CHN,36.601308,114.439889,64.91,,0,BF; BOF,34430628965.986046,127456840399.39049,29,36.625,114.45833333,3.1064969748085214
P100000120326,Handan Steel Group Handan Bao Steel Co Ltd,Hanshan Iron and Steel Co Ltd,HBIS Group Co Ltd [100.0%],China,Asia Pacific,CHN,36.685881,113.837073,4.0,4488.0,1,BF; BOF,296202759.7826058,6090170495.254465,28,36.70833333,113.875,4.203233756072905
P100000120334,Hangda Steel Co Ltd,Dazhou Hangda Steel Co Ltd,Dazhou Hangda Steel Co Ltd [100.0%],China,Asia Pacific,CHN,31.435149,107.685981,22.31,1000.0,1,EAF,49607605.43538932,1825142576.014901,26,31.45833333,107.70833333,3.337988448269559
P100000120315,Hbis Laoting Steel Co Ltd,HBIS Laoting Steel Co Ltd,HBIS Co Ltd [69.1%]; HBIS Group Co Ltd [7.7%]; Hebei Province Jicai Lndustryl Equity Lnvestment Fund Co Ltd [7.0%]; China Everbright Group Ltd [6.5%]; Gansu Provincial State-owned Assets Investment Group Co Ltd [3.0%]; Tangshan City Development Group Co Ltd [2.9%]; Gansu Financial Holding Group Co Ltd [2.0%]; unknown [0.9%]; Gansu Highway Aviation Tourism Investment Group Co Ltd [0.8%],China,Asia Pacific,CHN,39.257823,119.033567,6.0,7450.0,1,BF; BOF; EAF,658638310.9064554,4478050340.044113,17,39.29166667,119.04166667,3.82728925286032
P100000121045,Hebei Anfeng Iron and Steel Co Ltd,Hebei Anfeng Iron & Steel Co Ltd,Hebei Anfeng Iron & Steel Co Ltd [100.0%],China,Asia Pacific,CHN,39.65849,118.894804,24.0,7100.0,1,BF; BOF,301142693.52749974,17169324513.485844,31,39.625,118.875,4.09183374037312
P100000120135,Hebei Baoxin Iron and Steel Group Co Ltd,Hebei Baoxin Iron and Steel Group Co Ltd,Hebei Baoxin Iron and Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,36.555205,114.108273,19.0,,0,BF; BOF,1340340843.3454995,30115898352.913723,28,36.54166667,114.125,2.121053370247691
P100000121249,Hebei Bishi Inner Mongolia iron and steel plant,Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd,Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],China,Asia Pacific,CHN,43.696186,122.219433,,,0,DRI; EAF,755333747.2342982,32032998550.44625,31,43.70833333,122.20833333,1.6188282547269688
P100000120119,Hebei Donghai Special Steel Co Ltd,Hebei Donghai SPECIAL Steel Group Co Ltd,Hebei Donghai SPECIAL Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,39.610605,118.474722,17.0,10001.0,1,BF; BOF,1222250055.6719754,75657011830.70213,29,39.625,118.45833333,2.129008407743002
P100001064139,Hebei Guanfeng Metallurgical Industry Co Ltd,Hebei Guanfeng Metallurgical Industry Co Ltd,Hebei Guanfeng Metallurgical Industry Co Ltd [100.0%],China,Asia Pacific,CHN,36.73422,114.111085,18.93,0.0,1,BF,2791499561.2492723,23798191958.66988,29,36.70833333,114.125,3.134287148110046
P100000120151,Hebei Huaxi Iron and Steel Co Ltd,Luannan Huarui Steel Co Ltd,Wuxi Zhongbang Equity Investment Partnership LP [77.8%]; Jiangsu Huaxi Group Co Ltd [22.2%],China,Asia Pacific,CHN,39.51833,118.715766,19.0,,0,BF; BOF,1572778754.3996863,14073015226.408812,28,39.54166667,118.70833333,2.6720727105518156
P100000120323,Hebei Huaxi Special Steel Co Ltd,Hebei Huaxi Special Steel Co Ltd,Wuxi Zhongbang Equity Investment Partnership LP [77.8%]; Jiangsu Huaxi Group Co Ltd [22.2%],China,Asia Pacific,CHN,39.260784,119.005925,5.0,1824.0,1,BF; BOF,658638310.9064554,5574342695.914176,18,39.29166667,119.04166667,4.610565148471833
P100000120378,Hebei Huaxin Special Steel Co Ltd,Hebei Huaxin Special Steel Co Ltd,Jinan Iron & Steel Group Co Ltd [85.1%]; Wuan Yuhua Steel Co Ltd [11.5%]; unknown [3.5%],China,Asia Pacific,CHN,36.53048,114.245262,5.0,1350.0,1,BF; BOF,1439683054.8066726,91279583262.73259,26,36.54166667,114.20833333,3.526025985377428
P100001064078,Hebei Jingdong Pipe Industry Co Ltd,Hebei Jingdong Pipe Industry Co Ltd,Hebei Jingdong Pipe Industry Co Ltd [100.0%],China,Asia Pacific,CHN,39.932656,118.836844,23.65,0.0,1,BF; EAF,177055102.2953652,20955555398.84645,29,39.95833333,118.875,4.328095595881876
P100000120117,Hebei Jinxi Iron and Steel Group Co Ltd,Hebei Jinxi Iron & Steel Group Co Ltd,Gold Geneses Development Ltd [57.2%]; FIRST GLORY SERVICES Ltd [38.0%]; unknown [4.8%],China,Asia Pacific,CHN,40.209844,118.220547,40.0,5000.0,1,BF; BOF,251849587.08247745,7634982789.476139,31,40.20833333,118.20833333,1.0506871160901312
P100000120350,Hebei Longfengshan Casting Co Ltd,Hebei PROVINCE Longfengshan Casting Industry Co Ltd,natural person(s) [90.1%]; China Development Bank Corp [9.9%],China,Asia Pacific,CHN,36.705105,114.105387,27.0,0.0,1,BF,2791499561.2492723,22972835380.658302,28,36.70833333,114.125,1.7848857668772697
P100000120307,Hebei Mingbin Iron and Steel Co Ltd,Hebei New Wuan Steel Group Wenan IRON&STEEL Co Ltd,natural person(s) [49.0%]; Hebei Puyang Industrial Group Co Ltd [33.2%]; Longxiang Group (Hong Kong) [17.8%],China,Asia Pacific,CHN,36.631491,113.968635,,,0,BF; BOF,188809636.46592227,21228187184.083817,30,36.625,113.95833333,1.1687753730120716
P100000120113,Hebei Puyang Iron and Steel Co Ltd,Hebei Puyang Iron and Steel Co Ltd,Hebei Puyang Industrial Group Co Ltd [65.0%]; Longxiang Group (Hong Kong) [35.0%],China,Asia Pacific,CHN,36.733675,113.925995,34.0,5567.0,2,BF; BOF,313791587.31473416,9183725242.049364,28,36.70833333,113.95833333,4.030876690596898
P100000120145,Hebei Rongxin Steel Co Ltd,Hebei Rongxin Iron & Steel Co Ltd,Tangshan Xinfengsheng Trade Co Ltd [72.6%]; Hebei Xinda Iron and Steel Co Ltd [27.4%],China,Asia Pacific,CHN,39.880661,118.558755,24.0,2300.0,2,BF; BOF,796505445.106471,37676094217.01762,31,39.875,118.54166667,1.5882572697883754
P100000120325,Hebei Taihang Iron and Steel Group Co Ltd,Hebei Taihang Iron and Steel Group Co Ltd,Hebei Taihang Iron and Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,36.613716,114.082349,5.0,3950.0,1,BF; BOF,383769388.9911753,28412442185.711792,26,36.625,114.04166667,3.841465072888686
P100000120150,Hebei Tangyin Iron and Steel Co Ltd,Hebei Tangyin IRON&STEEL Co Ltd,HBIS Group Co Ltd [51.0%]; Hebei Yinshui Industrial Group Co Ltd [49.0%],China,Asia Pacific,CHN,39.699354,118.213188,14.0,,0,BF; BOF,13017662437.888332,162141110789.83765,31,39.70833333,118.20833333,1.0813879609734336
P100000120328,Hebei Tangyin Iron and Steel Co Ltd Caofeidian base,Hebei Tangyin IRON&STEEL Co Ltd,HBIS Group Co Ltd [51.0%]; Hebei Yinshui Industrial Group Co Ltd [49.0%],China,Asia Pacific,CHN,39.160401,118.429806,20.0,2300.0,1,BF; BOF,146526011.7107865,5420460228.12082,22,39.125,118.45833333,4.641980522264962
P100000120324,Hebei Tianzhu Iron and Steel Group Co Ltd,Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,Hebei Tianzhu IRON&STEEL (GROUP) Co Ltd [100.0%],China,Asia Pacific,CHN,39.270032,119.01376,4.0,3034.0,1,BF; BOF,658638310.9064554,5574342695.914176,18,39.29166667,119.04166667,3.399499671710393
P100000120149,Hebei Tianzhu Iron and Steel Group Co Ltd Fengrun Plant,Hebei Tianzhu IRON&STEEL (GROUP) Co Ltd,Hebei Tianzhu IRON&STEEL (GROUP) Co Ltd [100.0%],China,Asia Pacific,CHN,39.803524,118.205663,19.5,,0,BF; BOF,4568324809.945682,144001359518.67667,31,39.79166667,118.20833333,1.3380677928080797
P100000120115,Hebei Wenfeng Iron and Steel Co Ltd,Hebei Wenfeng STEEL&IRON Co Ltd,Hebei Wenfeng STEEL&IRON Co Ltd [100.0%],China,Asia Pacific,CHN,36.64577,114.124258,20.0,,0,BF; BOF,1570133414.6514165,31558009494.65103,27,36.625,114.125,2.310470612069831
P100000120136,Hebei Xin Wuan Steel Group Hongrong Iron and Steel Co Ltd,Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,Hebei Puyang Industrial Group Co Ltd [45.5%]; Xianghe Hongcheng New Energy Technology Co Ltd [27.6%]; Longxiang Group (Hong Kong) [24.5%]; unknown [2.4%],China,Asia Pacific,CHN,36.640411,113.981172,42.0,1350.0,1,BF; BOF,188809636.46592227,21197313218.73651,28,36.625,113.95833333,2.6626437989891976
P100000120133,Hebei Xin Wuan Steel Group Wenan Iron and Steel Co Ltd,Hebei New Wuan Steel Group Wenan IRON&STEEL Co Ltd,natural person(s) [49.0%]; Hebei Puyang Industrial Group Co Ltd [33.2%]; Longxiang Group (Hong Kong) [17.8%],China,Asia Pacific,CHN,36.679431,114.169024,23.0,1400.0,1,BF; BOF,6917400988.421546,34265105010.563232,30,36.70833333,114.20833333,4.755251609566591
P100000120142,Hebei Xinda Iron and Steel Group Co Ltd,Hebei Xinda Iron and Steel Co Ltd,Tangshan Xinfengsheng Trade Co Ltd [72.6%]; natural person(s) [27.4%],China,Asia Pacific,CHN,39.898362,118.579364,24.0,5000.0,1,BF; BOF,796505445.106471,32052499729.969208,29,39.875,118.54166667,4.13442241143216
P100000120138,Hebei Xinghua Iron and Steel Co Ltd,Hebei Xinghua Iron and Steel Co Ltd,Jinan Iron & Steel Group Co Ltd [51.0%]; natural person(s) [49.0%],China,Asia Pacific,CHN,36.744936,114.111602,23.0,,0,BF; BOF,2791499561.2492723,23801981185.88884,30,36.70833333,114.125,4.2415787263490135
P100000120137,Hebei Xinjin Iron and Steel Co Ltd,Hebei Xinjin Iron and Steel Co Ltd,WEALTH GROUP INVESTMENT LIMITED [78.0%]; Wu'an Hongji Investment Co Ltd [12.7%]; unknown [4.1%],China,Asia Pacific,CHN,36.715632,114.208992,33.0,2700.0,1,BF; BOF,6917400988.421546,69987899829.69107,31,36.70833333,114.20833333,0.8136972455333633
P100000120130,Hebei Xinwuan Iron and Steel Group Xinhui Metallurgy Co Ltd,Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd [100.0%],China,Asia Pacific,CHN,36.664097,114.115263,26.0,1575.0,1,EAF; BF; BOF,1570133414.6514165,32209850622.246315,30,36.625,114.125,4.4333393889920805
P100000120099,Hebei Xinxing Ductile Iron Pipes Co Ltd,Hebei Xinxing Ductile Iron Pipes Co Ltd,Xinxing Ductile Iron Pipes Co Ltd [100.0%],China,Asia Pacific,CHN,36.621504,114.128189,33.0,2500.0,1,BF; BOF,1570133414.6514165,33584625095.21064,31,36.625,114.125,0.4817790575634441
P100000120111,Hebei Yanshan Iron and Steel Group Co Ltd,Hebei Yanshan Iron and Steel Group Co Ltd,Hebei Yanshan Iron and Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,39.925508,118.672757,24.0,9990.0,1,BF; BOF; EAF,4245679723.9297485,30114152964.391434,32,39.95833333,118.70833333,4.745691143529788
P100000120131,Hebei Yongyang Special Steel Group Co Ltd,Hebei YongYang Special Steel Group Co Ltd,Handan Yongnian Shengda Steel Co Ltd [49.0%]; WEALTH GROUP INVESTMENT LIMITED [39.8%]; Wu'an Hongji Investment Co Ltd [6.5%]; unknown [2.1%],China,Asia Pacific,CHN,36.786851,114.376132,33.0,1610.0,1,BF; BOF; EAF,364664534.1041899,105774755639.35507,31,36.79166667,114.375,0.5448844802793841
P100000120401,Hebei Zhangxuan High Tech Co Ltd,Hbzx HIGH Tech Co Ltd,HBIS Group Co Ltd [100.0%],China,Asia Pacific,CHN,40.607977,115.067516,3.0,1800.0,1,DRI; EAF,11073664760.627905,24373336350.227474,29,40.625,115.04166667,2.8885007371552476
P100000120311,Hebei Zongheng Group Fengnan Iron and Steel Co Ltd,Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,Hebei Xinhua United Metallurgical Holding Group Co Ltd [43.2%]; China Railway Materials Group Holdings Ltd [27.0%]; Shuangyao Investment Co Ltd [21.1%]; Sinogiant Steel HOLDINGS Group Ltd [7.9%]; unknown [0.9%],China,Asia Pacific,CHN,39.222566,118.094201,7.0,7700.0,1,BF; BOF,452880777.8970651,7927572715.797209,18,39.20833333,118.125,3.0894960176267983
P100000120157,Heilongjiang Jianlong Iron and Steel Co Ltd,Heilongjiang Jianlong Iron and Steel Co Ltd,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],China,Asia Pacific,CHN,46.602297,131.071877,23.0,2001.0,1,BF; BOF,125175844.19061546,5871935016.85296,33,46.625,131.04166667,3.420162552571269
P100000120331,Henan Angang Zhoukou Iron and Steel Co Ltd,Henan Angang Zhoukou Iron and Steel Co Ltd,Anyang Iron & Steel Co Ltd [76.9%]; Zhoukou Investment Group Co Ltd [9.1%]; Henan Agric. Synthesis Exploitation Co Ltd [4.6%]; unknown [4.4%]; Sanmenxia Investment Group Co Ltd [2.4%]; Kaifeng Construction Lnvestment Co Ltd [1.2%]; Xinxiang Muye Development Management Co Ltd [0.9%]; Hoyer GmbH [0.2%]; China Logistics Group Co Ltd [0.1%]; Beijing Guanglong Enterprise Management Consulting Center LP [0.1%]; Guangxi Yingtongtong Investment Co Ltd [0.1%]; Huludao Hongyun Group Co Ltd [0.0%]; Sichuan Development Holding Co Ltd [0.0%]; Wuhan Industrial Investment Holding Group Co Ltd [0.0%]; Shihezi Shangde Equity Investment Partnership LP [0.0%],China,Asia Pacific,CHN,33.364534,115.099661,5.0,1750.0,1,BF; BOF; EAF,1216482444.7504897,9764326764.785652,27,33.375,115.125,2.6251203398212586
P100000120169,Henan Changtai Stainless Steel Plate Co Ltd,Henan Changtai Stainless Steel Plate Co Ltd,Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],China,Asia Pacific,CHN,34.702951,112.955911,14.0,,0,BF; BOF,3849360572.403314,29858396444.952557,30,34.70833333,112.95833333,0.6381379400308086
P100000120167,Henan Fengbao Special Steel Co Ltd,Henan Fengbao SPECIAL Steel Co Ltd,Henan Fengbao SPECIAL Steel Co Ltd [100.0%],China,Asia Pacific,CHN,36.131666,113.872158,25.0,1500.0,2,BF; BOF,1250100343.4634068,12382607196.78423,31,36.125,113.875,0.7839432917823833
P100001064248,Henan Fuhua Steel Group Co Ltd,Henan Fuhua Iron & Steel Group Co Ltd,Henan Fuhua Iron & Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,34.462949,113.700844,26.47,1200.0,1,EAF,3251997907.564753,69205884097.59297,29,34.45833333,113.70833333,0.8572545309400367
P100000121086,Henan Jinhui Industrial Group,Henan Xinjinhui Stainless Steel Industry Co Ltd,Henan JINHUI Stainless Indutrial Group Co Ltd [83.0%]; Changge Huida Trading Co Ltd [17.0%],China,Asia Pacific,CHN,34.263509,113.853979,21.0,1400.0,1,BF; EAF,797364861.8664675,45358896847.879585,27,34.29166667,113.875,3.6788145994327173
P100000120164,Henan Jiyuan Iron and Steel Group Co Ltd,Henan Jiyuan Iron & Steel (Group) Co Ltd,Henan Jiyuan Iron and Steel Investment Holding Co Ltd [48.6%]; unknown [35.0%]; Tianjin Jinyuan Guotai Enterprise Management Consulting Co Ltd [10.0%]; Trade Union Committee of Henan Jiyuan Iron and Steel (Group) [6.4%],China,Asia Pacific,CHN,35.086396,112.553774,68.0,5038.0,2,BF; BOF; EAF,3421395276.0751696,17284831673.71445,29,35.125,112.54166667,4.43161735275767
P100000120168,Henan Yaxin Iron and Steel Group Co Ltd,Henan YAXIN Steel Industry Co Ltd,Henan YAXIN Steel Industry Co Ltd [100.0%],China,Asia Pacific,CHN,35.879956,114.334825,23.0,2000.0,2,BF; BOF,1630271672.3960836,46949897947.47487,26,35.875,114.375,3.661407524026511
P100000120180,Hengyang Valin Steel Tube Co Ltd,Hengyang Valin Steel Tube Co Ltd,Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],China,Asia Pacific,CHN,26.865484,112.576853,68.0,1300.0,1,BF; EAF,8841440925.872505,48574104907.651276,26,26.875,112.54166667,3.6469947850923075
P100000120091,Heping Yueshen Steel Industry Co Ltd,Heping Yueshen Steel Industrial Co Ltd,Heping Yueshen Steel Industrial Co Ltd [100.0%],China,Asia Pacific,CHN,24.49796,114.93888,15.0,1400.0,1,EAF,922848789.0805657,1532221880.501906,26,24.45833333,114.95833333,4.826090349636387
P100000120090,Heyuan Derun Steel Co Ltd Dongjiang Jinzhu Industrial Park,Heyuan Derun Steel Co Ltd,Fujian Lanyue Investment Partnership LP [25.5%]; Fujian Lantian Investment Partnership LP [16.7%]; Fujian Lanze Investment Partnership LP [14.0%]; unknown [10.5%]; Fujian Jinkun Investment Co Ltd [4.3%]; Fuzhou Deyu Investment Co Ltd [4.3%]; Fujian Taisong Investment Co Ltd [3.8%]; Fujian Honghang Investment Co Ltd [2.0%]; Fujian Xinghan Investment Co Ltd [2.0%]; Fujian Qinghe Investment Co Ltd [1.9%]; Fujian Yinchen Investment Co Ltd [1.9%]; Fenghe Investment (Fujian) Co Ltd [1.7%]; Fujian Jingyuan Investment Co Ltd [1.7%]; Fujian Junao Investment Co Ltd [1.7%]; Fujian Yongxinqi Investment Co Ltd [1.7%]; Yuncheng Investment (Fujian) Co Ltd [1.7%]; Fujian Quanlong Investment Co Ltd [1.6%]; Fujian Shengwei Investment Co Ltd [1.6%]; Fujian Shunle Investment Co Ltd [1.5%],China,Asia Pacific,CHN,23.693659,114.743048,49.0,,0,EAF,10381673523.067602,22529808471.8891,26,23.70833333,114.70833333,3.892985827322499
P100000121139,Heyuan Derun Steel Co Ltd LanTang Industrial Park,Heyuan Derun Steel Co Ltd,Fujian Lanyue Investment Partnership LP [25.5%]; Fujian Lantian Investment Partnership LP [16.7%]; Fujian Lanze Investment Partnership LP [14.0%]; unknown [10.5%]; Fujian Jinkun Investment Co Ltd [4.3%]; Fuzhou Deyu Investment Co Ltd [4.3%]; Fujian Taisong Investment Co Ltd [3.8%]; Fujian Honghang Investment Co Ltd [2.0%]; Fujian Xinghan Investment Co Ltd [2.0%]; Fujian Qinghe Investment Co Ltd [1.9%]; Fujian Yinchen Investment Co Ltd [1.9%]; Fenghe Investment (Fujian) Co Ltd [1.7%]; Fujian Jingyuan Investment Co Ltd [1.7%]; Fujian Junao Investment Co Ltd [1.7%]; Fujian Yongxinqi Investment Co Ltd [1.7%]; Yuncheng Investment (Fujian) Co Ltd [1.7%]; Fujian Quanlong Investment Co Ltd [1.6%]; Fujian Shengwei Investment Co Ltd [1.6%]; Fujian Shunle Investment Co Ltd [1.5%],China,Asia Pacific,CHN,23.39775,114.898646,3.0,1650.0,1,EAF,17999992.50243982,226801845.94090843,24,23.375,114.875,3.496201430876435
P100001063289,Heyuan Yuancheng Huafa Metal Products Co Ltd,Heyuan Huacheng Metal Products Co Ltd,Heyuan Huacheng Metal Products Co Ltd [100.0%],China,Asia Pacific,CHN,23.56658,114.598993,21.89,620.0,1,EAF,661354659.4113086,20001035213.330936,24,23.54166667,114.625,3.8342603575296157
P100000120552,Hospet Steels Hospet plant,Hospet Steels Ltd,Kalyani Steels Ltd [61.0%]; Mukand Ltd [39.0%],India,Asia Pacific,IND,15.339055,76.251696,28.0,650.0,1,BF; BOF; EAF; IF; DRI,204245873.82605147,2855801307.390391,24,15.375,76.29166667,5.860353688783405
P100000120229,Houying Group Haicheng Iron and Steel Co Ltd Datun Branch,Houying Group Haicheng Iron and Steel Co Ltd,Houying Group Haicheng Iron and Steel Co Ltd [100.0%],China,Asia Pacific,CHN,40.981855,122.948643,19.58,2600.0,1,BOF; BF,563518410.1278985,130848494741.63087,30,40.95833333,122.95833333,2.73910993809105
P100000121042,Huainan Hongtai Iron and Steel Co Ltd,Huainan Hongtai Steel Limited Liability Co,Huainan Hongtai Steel Limited Liability Co [100.0%],China,Asia Pacific,CHN,32.619248,116.905869,25.0,500.0,1,EAF,4888696838.2685,65476653284.12364,26,32.625,116.875,2.960893305271869
P100000121047,Huangshi Xingang Heavy Industry Technology Co Ltd,Huangshi Xingang Heavy Industry Technology Co Ltd,WEALTH GROUP INVESTMENT LIMITED [100.0%],China,Asia Pacific,CHN,30.097108,115.284652,2.0,,0,Iron other/unspecified; EAF,69794425.23817413,10557078305.382196,27,30.125,115.29166667,3.1740015224287177
P100001063078,"Huangshi Xinxing Pipe Industry Co., Ltd.",Huangshi Xinxing Pipe Industry Co Ltd,Huangshi Xinxing Pipe Industry Co Ltd [100.0%],China,Asia Pacific,CHN,30.181393,114.944879,17.64,0.0,1,BF,4262753872.987659,65700134862.89568,26,30.20833333,114.95833333,3.2627967940586604
P100001064093,Huarui (Handan) Casting & Pipe Co Ltd,Huarui (Handan) Casting & Pipe Co Ltd,Huarui (Handan) Casting & Pipe Co Ltd [100.0%],China,Asia Pacific,CHN,36.561049,114.102793,21.89,0.0,1,BF,1340340843.3454995,30115898352.913723,28,36.54166667,114.125,2.9291387976837386
P100000120176,Hubei Dazhan Iron and Steel Co Ltd,Hubei Dazhan Steel & Iron Co Ltd,Daye Huaxin Industrial Co Ltd [56.3%]; Hubei Xinxin Steel Group Co Ltd [21.1%]; Jin Jun'an Investment Group Co Ltd [18.9%]; unknown [3.7%],China,Asia Pacific,CHN,31.006752,113.754995,33.0,500.0,1,EAF,600972460.8080096,20741116448.488346,27,31.04166667,113.79166667,5.223344743663147
P100000120318,Hubei Jinshenglan Metallurgical Technology Co Ltd,Hubei Jinshenglan Metallurgical Technology Co Ltd,natural person(s) [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],China,Asia Pacific,CHN,29.916729,113.822921,10.0,3250.0,1,BF; BOF,96700424.06712171,3817974765.9364986,26,29.95833333,113.79166667,5.520101465775694
P100000121070,Hubei Lijin Steel Group Co Ltd,Hubei Lijin Steel Group Co Ltd,Hubei Lijin Steel Group Co Ltd [100.0%],China,Asia Pacific,CHN,32.127263,112.715688,24.0,2000.0,1,EAF,728653447.9992169,3421129107.261907,29,32.125,112.70833333,0.7368771245482757
P100000120343,Hubei Shunle Steel Co Ltd plant,Hubei Shunle Iron and Steel Co Ltd,Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],China,Asia Pacific,CHN,29.925026,113.826118,5.0,2000.0,1,EAF,96700424.06712171,3896296123.857641,28,29.95833333,113.79166667,4.9735340960508045
P100000120415,Hubei Wucheng Iron and Steel Group Co Ltd,Hubei Wucheng Iron and Steel Group Co Ltd,WEALTH GROUP INVESTMENT LIMITED [95.0%]; unknown [5.0%],China,Asia Pacific,CHN,30.341239,114.857744,26.0,,0,EAF,14250230836.869875,70133651025.46736,27,30.375,114.875,4.10295481795771
P100001063493,Huizhou Jushun Iron and Steel Plant,Huizhou Jushun Iron and Steel Plant,Huizhou Jushun Iron and Steel Plant [100.0%],China,Asia Pacific,CHN,23.178652,114.279374,33.26,620.0,1,EAF,5079645602.338191,145819956103.8072,25,23.20833333,114.29166667,3.531477242903187
